Seq_id	Size	Description
1	2857169	NZ_CP039448.1
2	2758943	NZ_CP017679.1
3	2709794	NZ_CP009828.1
4	2891536	NZ_LT992461.1
5	2959025	NZ_LT992462.1
6	2793232	NZ_CP019594.2
7	2789524	NC_022442.1
8	2822516	NZ_CP045472.1
9	2801282	NZ_CP040233.1
10	2778443	NZ_CP038270.1
11	2756417	NZ_CP035003.1
12	2871094	NZ_LT992469.1
13	2795015	NC_016928.2
14	2831946	NZ_CP020741.1
15	2722374	NZ_CP019591.2
16	2866850	NZ_LT992467.1
17	2790673	NZ_CP028165.1
18	2824799	NZ_CP022897.1
19	2791410	NZ_CP025395.1
20	2963259	NZ_AP019305.1
21	2832144	NZ_CP019593.1
22	2729352	NZ_AP017922.1
23	2788636	NC_016928.1
24	2902664	NZ_CP029172.1
25	2906450	NZ_LT992460.1
26	2769573	NZ_CP013619.1
27	2839186	NZ_LT699704.1
28	2860265	NZ_LT992474.1
29	2789928	NZ_LT992466.1
30	2819047	NZ_CP019594.1
31	2790257	NZ_CP030323.1
32	2834575	NZ_CP026953.1
33	2879411	NZ_LT992458.1
34	2768346	NZ_CP031130.1
35	2813235	NZ_CP019595.1
36	2833420	NZ_CP017091.1
37	2875504	NZ_LT992477.1
38	2857257	NZ_LT992463.1
39	2790096	NZ_CP019593.2
40	2784692	NZ_CP045468.1
41	2854964	NZ_LT992470.1
42	2843512	NZ_LT992465.1
43	2894543	NZ_CP013621.1
44	2872582	NC_017333.1
45	2876333	NZ_CP040232.1
46	2814311	NZ_CP022717.1
47	2868774	NZ_LT992473.1
48	2796385	NZ_CP035005.1
49	2802680	NZ_CP020019.1
50	2799982	NZ_CP026964.1
51	2864283	NZ_AP018923.1
52	2963646	NZ_CP029653.1
53	2791924	NZ_CP047021.1
54	2987966	NC_022604.1
55	2768115	NZ_CP038460.1
56	2964054	NZ_CP041010.1
57	2820164	NZ_CP040665.1
58	2902593	NZ_LS483484.1
59	2860065	NZ_CP038021.1
60	2878529	NC_002758.2
61	2811748	NZ_CP026076.1
62	2860369	NZ_AP017320.1
63	2749822	NZ_CP012976.1
64	2911727	NZ_CP022894.1
65	2778079	NZ_LN854556.1
66	2910823	NZ_LT992468.1
67	2818363	NZ_CP034005.1
68	2820164	NZ_CP040623.1
69	2861508	NZ_CP017090.1
70	2807629	NZ_CP022910.1
71	2806864	NZ_CP047777.1
72	2726196	NZ_CP012970.1
73	2829743	NZ_CP029030.1
74	2747085	NZ_CP039992.1
75	2725654	NZ_CP011528.1
76	2759835	NC_020533.1
77	2801196	NZ_CP014064.2
78	2773467	NZ_CP021171.1
79	2866337	NZ_CP031890.1
80	2834421	NZ_CP029681.1
81	2872915	NC_010079.1
82	2772681	NZ_CP023561.1
83	2818171	NZ_CP034259.1
84	2771849	NZ_CP013182.1
85	2860390	NZ_CP047805.1
86	2859823	NZ_LR134271.1
87	2883314	NZ_CP047779.1
88	2793265	NZ_CP029084.1
89	2914635	NZ_CP031537.1
90	2811418	NC_017338.1
91	2813891	NZ_CP022899.1
92	2692570	NC_016912.1
93	2906495	NZ_CP030326.1
94	2761328	NZ_CP038819.1
95	2679642	NZ_CP012979.1
96	2672297	NZ_CP047787.1
97	2938201	NZ_CP040625.1
98	2797436	NZ_LN831036.1
99	2919719	NZ_CP014381.1
100	2876735	NZ_AP020322.1
101	2794042	NZ_CP038268.1
102	2775732	NZ_AP014942.1
103	2865912	NZ_CP033982.1
104	2799802	NC_002953.3
105	2806819	NZ_CP042043.1
106	2897865	NZ_LT992476.1
107	2936167	NZ_LR027877.1
108	2759820	NZ_LR134139.1
109	2774523	NZ_CP028470.1
