strain,character_state,character_state_annotation
LN606820,0,edge exists
AE008923,0,edge exists
CP020889,1,parallel edge doesn't exist
CP020885,1,parallel edge doesn't exist
CP018847,0,edge exists
CP018858,0,edge exists
CP009007,0,edge exists
LN590509,0,edge exists
CP008992,0,edge exists
CP011827,0,edge exists
CP008989,0,edge exists
CP018850,0,edge exists
CP009022,0,edge exists
CP009004,0,edge exists
CP018854,0,edge exists
CP009028,0,edge exists
CP023285,0,edge exists
CP009013,0,edge exists
CM007619,0,edge exists
CP008998,0,edge exists
CP006857,0,edge exists
CP008995,0,edge exists
CP009019,0,edge exists
CP009031,3,inversion between 48h-49t and 58h-62t
CP020882,1,parallel edge doesn't exist
CP009016,0,edge exists
CP009034,3,inversion between 48h-49t and 58h-62t
CP009001,0,edge exists
CM007622,0,edge exists
CP009037,3,inversion between 48h-49t and 58h-62t
CP009040,3,inversion between 48h-49t and 58h-62t
CP003778,3,inversion between 48h-49t and 58h-62t
CP009010,0,edge exists
CP009025,0,edge exists
