strain,character_state,character_state_annotation
BUMA.0721.00002,1,1 copies
BUMA.0721.00005,0,0 copies
BUMA.0721.00014,2,2 copies
BUMA.0721.00009,0,0 copies
BUMA.0721.00031,2,2 copies
BUMA.0721.00027,1,1 copies
BUMA.0721.00023,1,1 copies
BUMA.0721.00010,1,1 copies
BUMA.0721.00011,0,0 copies
BUMA.0721.00016,1,1 copies
BUMA.0721.00017,2,2 copies
BUMA.0721.00022,2,2 copies
BUMA.0721.00029,1,1 copies
BUMA.0721.00032,1,1 copies
BUMA.0721.00012,2,2 copies
BUMA.0721.00026,1,1 copies
BUMA.0721.00018,2,2 copies
BUMA.0721.00021,2,2 copies
BUMA.0721.00024,2,2 copies
BUMA.0721.00019,2,2 copies
BUMA.0721.00006,0,0 copies
BUMA.0721.00028,0,0 copies
BUMA.0721.00030,1,1 copies
BUMA.0721.00004,0,0 copies
BUMA.0721.00013,2,2 copies
BUMA.0721.00001,1,1 copies
BUMA.0721.00025,2,2 copies
BUMA.0721.00007,2,2 copies
BUMA.0721.00008,1,1 copies
BUMA.0721.00003,0,0 copies
BUMA.0721.00015,2,2 copies
BUMA.0721.00020,2,2 copies
