strain,character_state,character_state_annotation
BUMA.0721.00001,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00002,1,chromosomes: 1
BUMA.0721.00007,3,"chromosomes: 1, 1, 1"
BUMA.0721.00008,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00011,3,"chromosomes: 1, 1, 1"
BUMA.0721.00012,2,"chromosomes: 1, 1"
BUMA.0721.00013,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00014,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00015,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00016,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00017,3,"chromosomes: 1, 1, 1"
BUMA.0721.00018,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00019,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00020,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00021,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00022,4,"chromosomes: 1, 1, 1, 1, 2"
BUMA.0721.00023,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00024,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00025,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00026,4,"chromosomes: 1, 1, 1, 1, 2"
BUMA.0721.00027,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00029,5,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00030,4,"chromosomes: 1, 1, 1, 1, 2"
BUMA.0721.00031,1,chromosomes: 1
BUMA.0721.00028,0,no copies
BUMA.0721.00003,0,no copies
BUMA.0721.00009,0,no copies
BUMA.0721.00004,0,no copies
BUMA.0721.00005,0,no copies
BUMA.0721.00006,0,no copies
BUMA.0721.00032,0,no copies
BUMA.0721.00010,0,no copies
