strain,character_state,character_state_annotation
BUMA.0721.00001,6,"chromosomes: 1, 2"
BUMA.0721.00002,4,"chromosomes: 1, 1, 2"
BUMA.0721.00004,2,"chromosomes: 1, 1"
BUMA.0721.00005,1,chromosomes: 1
BUMA.0721.00007,1,chromosomes: 1
BUMA.0721.00008,7,"chromosomes: 1, 2, 2"
BUMA.0721.00010,4,"chromosomes: 1, 1, 2"
BUMA.0721.00011,6,"chromosomes: 1, 2"
BUMA.0721.00012,8,chromosomes: 2
BUMA.0721.00013,3,"chromosomes: 1, 1, 1"
BUMA.0721.00014,3,"chromosomes: 1, 1, 1"
BUMA.0721.00015,3,"chromosomes: 1, 1, 1"
BUMA.0721.00016,6,"chromosomes: 1, 2"
BUMA.0721.00017,2,"chromosomes: 1, 1"
BUMA.0721.00018,3,"chromosomes: 1, 1, 1"
BUMA.0721.00019,3,"chromosomes: 1, 1, 1"
BUMA.0721.00020,3,"chromosomes: 1, 1, 1"
BUMA.0721.00021,3,"chromosomes: 1, 1, 1"
BUMA.0721.00022,3,"chromosomes: 1, 1, 1"
BUMA.0721.00023,6,"chromosomes: 1, 2"
BUMA.0721.00024,3,"chromosomes: 1, 1, 1"
BUMA.0721.00025,3,"chromosomes: 1, 1, 1"
BUMA.0721.00026,5,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00027,6,"chromosomes: 1, 2"
BUMA.0721.00029,6,"chromosomes: 1, 2"
BUMA.0721.00030,5,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00028,0,no copies
BUMA.0721.00003,0,no copies
BUMA.0721.00009,0,no copies
BUMA.0721.00006,0,no copies
BUMA.0721.00031,0,no copies
BUMA.0721.00032,0,no copies
