strain,character_state,character_state_annotation
BUMA.0721.00001,13,"chromosomes: 1, 2"
BUMA.0721.00002,1,chromosomes: 1
BUMA.0721.00004,2,"chromosomes: 1, 1"
BUMA.0721.00005,1,chromosomes: 1
BUMA.0721.00006,13,"chromosomes: 1, 2"
BUMA.0721.00007,10,"chromosomes: 1, 1, 2"
BUMA.0721.00008,9,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00010,1,chromosomes: 1
BUMA.0721.00011,11,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00012,10,"chromosomes: 1, 1, 2"
BUMA.0721.00013,5,"chromosomes: 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00014,4,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00015,5,"chromosomes: 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00016,7,"chromosomes: 1, 1, 1, 1, 2"
BUMA.0721.00017,4,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00018,3,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00019,4,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00020,4,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00021,4,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00022,4,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00023,7,"chromosomes: 1, 1, 1, 1, 2"
BUMA.0721.00024,6,"chromosomes: 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00025,4,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0721.00026,12,"chromosomes: 1, 1, 2, 2, 2"
BUMA.0721.00027,7,"chromosomes: 1, 1, 1, 1, 2"
BUMA.0721.00029,7,"chromosomes: 1, 1, 1, 1, 2"
BUMA.0721.00030,12,"chromosomes: 1, 1, 2, 2, 2"
BUMA.0721.00031,8,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00032,10,"chromosomes: 1, 1, 2"
BUMA.0721.00028,0,no copies
BUMA.0721.00003,0,no copies
BUMA.0721.00009,0,no copies
