strain,character_state,character_state_annotation
BUMA.0721.00001,1,chromosomes: 1
BUMA.0721.00002,1,chromosomes: 1
BUMA.0721.00003,3,chromosomes: 2
BUMA.0721.00010,1,chromosomes: 1
BUMA.0721.00011,2,"chromosomes: 1, 1"
BUMA.0721.00012,1,chromosomes: 1
BUMA.0721.00016,1,chromosomes: 1
BUMA.0721.00023,1,chromosomes: 1
BUMA.0721.00027,1,chromosomes: 1
BUMA.0721.00029,1,chromosomes: 1
BUMA.0721.00028,0,no copies
BUMA.0721.00009,0,no copies
BUMA.0721.00004,0,no copies
BUMA.0721.00005,0,no copies
BUMA.0721.00006,0,no copies
BUMA.0721.00031,0,no copies
BUMA.0721.00032,0,no copies
BUMA.0721.00007,0,no copies
BUMA.0721.00013,0,no copies
BUMA.0721.00015,0,no copies
BUMA.0721.00022,0,no copies
BUMA.0721.00025,0,no copies
BUMA.0721.00014,0,no copies
BUMA.0721.00017,0,no copies
BUMA.0721.00018,0,no copies
BUMA.0721.00019,0,no copies
BUMA.0721.00020,0,no copies
BUMA.0721.00021,0,no copies
BUMA.0721.00024,0,no copies
BUMA.0721.00008,0,no copies
BUMA.0721.00026,0,no copies
BUMA.0721.00030,0,no copies
