strain,character_state,character_state_annotation
BUMA.0721.00001,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00002,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00003,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00004,2,"chromosomes: 1, 1, 2"
BUMA.0721.00005,2,"chromosomes: 1, 1, 2"
BUMA.0721.00006,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00007,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00008,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00009,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00010,2,"chromosomes: 1, 1, 2"
BUMA.0721.00011,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00012,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00013,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00014,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00015,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00016,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00017,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00018,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00019,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00020,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00021,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00022,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00023,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00024,2,"chromosomes: 1, 1, 2"
BUMA.0721.00025,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00026,2,"chromosomes: 1, 1, 2"
BUMA.0721.00027,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00028,1,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00029,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00030,2,"chromosomes: 1, 1, 2"
BUMA.0721.00031,3,"chromosomes: 1, 1, 2, 2"
BUMA.0721.00032,3,"chromosomes: 1, 1, 2, 2"
