strain,character_state,character_state_annotation
BUMA.0721.00002,2,"chromosomes: 1, 1, 1"
BUMA.0721.00005,5,"chromosomes: 1, 2"
BUMA.0721.00006,6,"chromosomes: 1, 2, 2"
BUMA.0721.00007,3,"chromosomes: 1, 1, 1, 2"
BUMA.0721.00010,2,"chromosomes: 1, 1, 1"
BUMA.0721.00011,7,chromosomes: 2
BUMA.0721.00013,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00014,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00015,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00016,1,"chromosomes: 1, 1"
BUMA.0721.00017,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00018,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00019,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00020,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00021,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00022,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00023,1,"chromosomes: 1, 1"
BUMA.0721.00024,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00025,4,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0721.00026,7,chromosomes: 2
BUMA.0721.00027,1,"chromosomes: 1, 1"
BUMA.0721.00029,1,"chromosomes: 1, 1"
BUMA.0721.00030,7,chromosomes: 2
BUMA.0721.00031,5,"chromosomes: 1, 2"
BUMA.0721.00032,5,"chromosomes: 1, 2"
BUMA.0721.00028,0,no copies
BUMA.0721.00003,0,no copies
BUMA.0721.00009,0,no copies
BUMA.0721.00004,0,no copies
BUMA.0721.00012,0,no copies
BUMA.0721.00008,0,no copies
BUMA.0721.00001,0,no copies
