strain,character_state,character_state_annotation
BUMA.0721.00024,4,4 copies
BUMA.0721.00017,3,3 copies
BUMA.0721.00022,3,3 copies
BUMA.0721.00031,2,2 copies
BUMA.0721.00027,4,4 copies
BUMA.0721.00021,3,3 copies
BUMA.0721.00008,3,3 copies
BUMA.0721.00001,3,3 copies
BUMA.0721.00018,3,3 copies
BUMA.0721.00023,4,4 copies
BUMA.0721.00003,2,2 copies
BUMA.0721.00002,3,3 copies
BUMA.0721.00019,3,3 copies
BUMA.0721.00016,4,4 copies
BUMA.0721.00005,2,2 copies
BUMA.0721.00029,4,4 copies
BUMA.0721.00013,3,3 copies
BUMA.0721.00032,1,1 copies
BUMA.0721.00025,3,3 copies
BUMA.0721.00004,1,1 copies
BUMA.0721.00030,5,5 copies
BUMA.0721.00010,3,3 copies
BUMA.0721.00015,3,3 copies
BUMA.0721.00026,5,5 copies
BUMA.0721.00020,3,3 copies
BUMA.0721.00011,5,5 copies
BUMA.0721.00028,0,0 copies
BUMA.0721.00014,3,3 copies
BUMA.0721.00006,3,3 copies
BUMA.0721.00009,1,1 copies
BUMA.0721.00007,2,2 copies
BUMA.0721.00012,1,1 copies
