strain,character_state,character_state_annotation
PSAE.0521.00034,0,0 copies
PSAE.0521.00284,1,1 copies
PSAE.0521.00098,0,0 copies
PSAE.0521.00097,0,0 copies
PSAE.0521.00258,1,1 copies
PSAE.0521.00028,1,1 copies
PSAE.0521.00150,0,0 copies
PSAE.0521.00087,1,1 copies
PSAE.0521.00025,0,0 copies
PSAE.0521.00220,0,0 copies
PSAE.0521.00137,0,0 copies
PSAE.0521.00164,1,1 copies
PSAE.0521.00210,0,0 copies
PSAE.0521.00116,0,0 copies
PSAE.0521.00011,1,1 copies
PSAE.0521.00063,0,0 copies
PSAE.0521.00127,0,0 copies
PSAE.0521.00292,0,0 copies
PSAE.0521.00088,1,1 copies
PSAE.0521.00069,0,0 copies
PSAE.0521.00016,1,1 copies
PSAE.0521.00299,0,0 copies
PSAE.0521.00169,0,0 copies
PSAE.0521.00062,0,0 copies
PSAE.0521.00061,1,1 copies
PSAE.0521.00110,0,0 copies
PSAE.0521.00142,1,1 copies
PSAE.0521.00103,0,0 copies
PSAE.0521.00298,1,1 copies
PSAE.0521.00032,1,1 copies
PSAE.0521.00318,1,1 copies
PSAE.0521.00255,1,1 copies
PSAE.0521.00184,1,1 copies
PSAE.0521.00119,0,0 copies
PSAE.0521.00226,0,0 copies
PSAE.0521.00044,0,0 copies
PSAE.0521.00230,0,0 copies
PSAE.0521.00191,0,0 copies
PSAE.0521.00165,1,1 copies
PSAE.0521.00077,0,0 copies
PSAE.0521.00282,0,0 copies
PSAE.0521.00233,1,1 copies
PSAE.0521.00185,1,1 copies
PSAE.0521.00294,0,0 copies
PSAE.0521.00019,1,1 copies
PSAE.0521.00302,0,0 copies
PSAE.0521.00102,0,0 copies
PSAE.0521.00281,0,0 copies
PSAE.0521.00079,1,1 copies
PSAE.0521.00247,0,0 copies
PSAE.0521.00139,0,0 copies
PSAE.0521.00186,0,0 copies
PSAE.0521.00145,0,0 copies
PSAE.0521.00283,0,0 copies
PSAE.0521.00017,0,0 copies
PSAE.0521.00295,1,1 copies
PSAE.0521.00128,0,0 copies
PSAE.0521.00133,0,0 copies
PSAE.0521.00129,1,1 copies
PSAE.0521.00157,0,0 copies
PSAE.0521.00280,1,1 copies
PSAE.0521.00112,0,0 copies
PSAE.0521.00038,0,0 copies
PSAE.0521.00126,0,0 copies
PSAE.0521.00311,1,1 copies
PSAE.0521.00054,0,0 copies
PSAE.0521.00104,1,1 copies
PSAE.0521.00048,1,1 copies
PSAE.0521.00143,0,0 copies
PSAE.0521.00146,0,0 copies
PSAE.0521.00076,0,0 copies
PSAE.0521.00020,0,0 copies
PSAE.0521.00224,1,1 copies
PSAE.0521.00094,1,1 copies
PSAE.0521.00268,0,0 copies
PSAE.0521.00174,0,0 copies
PSAE.0521.00239,1,1 copies
PSAE.0521.00022,0,0 copies
PSAE.0521.00060,1,1 copies
PSAE.0521.00131,1,1 copies
PSAE.0521.00270,0,0 copies
PSAE.0521.00108,0,0 copies
PSAE.0521.00033,0,0 copies
PSAE.0521.00113,0,0 copies
PSAE.0521.00194,1,1 copies
PSAE.0521.00300,0,0 copies
PSAE.0521.00026,1,1 copies
PSAE.0521.00101,0,0 copies
PSAE.0521.00153,0,0 copies
PSAE.0521.00315,0,0 copies
PSAE.0521.00154,1,1 copies
PSAE.0521.00138,0,0 copies
PSAE.0521.00287,0,0 copies
PSAE.0521.00228,0,0 copies
PSAE.0521.00030,0,0 copies
PSAE.0521.00059,0,0 copies
PSAE.0521.00058,0,0 copies
PSAE.0521.00261,1,1 copies
PSAE.0521.00243,0,0 copies
PSAE.0521.00083,0,0 copies
PSAE.0521.00093,0,0 copies
PSAE.0521.00198,0,0 copies
PSAE.0521.00106,0,0 copies
PSAE.0521.00152,0,0 copies
PSAE.0521.00155,0,0 copies
PSAE.0521.00122,0,0 copies
PSAE.0521.00078,1,1 copies
