strain,character_state,character_state_annotation
LEPN.0521.00006,0,0 copies
LEPN.0521.00017,1,1 copies
LEPN.0521.00022,0,0 copies
LEPN.0521.00010,0,0 copies
LEPN.0521.00019,0,0 copies
LEPN.0521.00005,0,0 copies
LEPN.0521.00011,1,1 copies
LEPN.0521.00021,1,1 copies
LEPN.0521.00003,0,0 copies
LEPN.0521.00016,1,1 copies
LEPN.0521.00012,1,1 copies
LEPN.0521.00009,0,0 copies
LEPN.0521.00002,2,2 copies
LEPN.0521.00004,0,0 copies
LEPN.0521.00007,0,0 copies
LEPN.0521.00015,1,1 copies
LEPN.0521.00001,0,0 copies
LEPN.0521.00008,0,0 copies
LEPN.0521.00013,1,1 copies
LEPN.0521.00014,1,1 copies
LEPN.0521.00020,1,1 copies
LEPN.0521.00018,0,0 copies
