strain,character_state,character_state_annotation
CP013840,2,2 copies
CP007560,2,2 copies
AE004092,2,2 copies
CP013672,2,2 copies
CP007562,1,1 copies
CP006366,1,1 copies
CP000056,2,2 copies
CP003068,2,2 copies
CP015238,2,2 copies
CP003121,2,2 copies
CP007240,1,1 copies
CP009612,2,2 copies
CP010449,2,2 copies
AM295007,1,1 copies
CP008695,2,2 copies
CP007241,2,2 copies
AP012491,2,2 copies
CP003116,2,2 copies
CP000259,2,2 copies
CP014027,2,2 copies
CP000260,2,2 copies
BA000034,1,1 copies
CP014139,2,2 copies
CP014138,1,1 copies
CP011415,1,1 copies
AP014572,2,2 copies
AP014585,2,2 copies
CP003901,2,2 copies
CP000003,1,1 copies
CP007041,1,1 copies
AP012335,1,1 copies
AFRY01000001,2,2 copies
CP011068,2,2 copies
HG316453,2,2 copies
CP007024,2,2 copies
CP000261,2,2 copies
CP000262,1,1 copies
CP012045,2,2 copies
CP008926,1,1 copies
CP013838,2,2 copies
CP008776,2,2 copies
CP010450,1,1 copies
CP011535,2,2 copies
CP000829,4,4 copies
CP013839,1,1 copies
AE009949,1,1 copies
CP000017,2,2 copies
CP007537,2,2 copies
CP007561,2,2 copies
AE014074,1,1 copies
