strain,character_state,character_state_annotation
BUMA.0721.00024,4,4 copies
BUMA.0721.00002,1,1 copies
BUMA.0721.00017,3,3 copies
BUMA.0721.00005,0,0 copies
BUMA.0721.00019,4,4 copies
BUMA.0721.00009,0,0 copies
BUMA.0721.00013,4,4 copies
BUMA.0721.00027,4,4 copies
BUMA.0721.00025,4,4 copies
BUMA.0721.00015,4,4 copies
BUMA.0721.00023,4,4 copies
BUMA.0721.00020,4,4 copies
BUMA.0721.00011,3,3 copies
BUMA.0721.00022,5,5 copies
BUMA.0721.00016,4,4 copies
BUMA.0721.00031,1,1 copies
BUMA.0721.00014,4,4 copies
BUMA.0721.00029,4,4 copies
BUMA.0721.00007,3,3 copies
BUMA.0721.00030,5,5 copies
BUMA.0721.00012,2,2 copies
BUMA.0721.00010,0,0 copies
BUMA.0721.00026,5,5 copies
BUMA.0721.00006,0,0 copies
BUMA.0721.00028,0,0 copies
BUMA.0721.00032,0,0 copies
BUMA.0721.00004,0,0 copies
BUMA.0721.00001,4,4 copies
BUMA.0721.00018,4,4 copies
BUMA.0721.00021,4,4 copies
BUMA.0721.00003,0,0 copies
BUMA.0721.00008,4,4 copies
