Seq_id	Size	Description
1	6818030	PSAE.0521.00273
2	6902135	PSAE.0521.00118
3	6382037	PSAE.0521.00121
4	6241875	PSAE.0521.00116
5	6810079	PSAE.0521.00092
6	7030474	PSAE.0521.00102
7	7106814	PSAE.0521.00094
8	6940946	PSAE.0521.00096
9	6546467	PSAE.0521.00097
10	6543861	PSAE.0521.00152
11	6924317	PSAE.0521.00154
12	6299465	PSAE.0521.00145
13	6737352	PSAE.0521.00144
14	6546693	PSAE.0521.00161
15	6780777	PSAE.0521.00160
16	6514207	PSAE.0521.00132
17	6373138	PSAE.0521.00124
18	7344079	PSAE.0521.00143
19	7190208	PSAE.0521.00141
20	6382152	PSAE.0521.00134
21	6928736	PSAE.0521.00026
22	6322409	PSAE.0521.00025
23	6795741	PSAE.0521.00023
24	6334378	PSAE.0521.00039
25	6504659	PSAE.0521.00033
26	6934277	PSAE.0521.00007
27	6850954	PSAE.0521.00005
28	6833183	PSAE.0521.00004
29	6276434	PSAE.0521.00020
30	6263671	PSAE.0521.00127
31	6814936	PSAE.0521.00014
32	6943220	PSAE.0521.00064
33	6952237	PSAE.0521.00063
34	7497571	PSAE.0521.00008
35	6886080	PSAE.0521.00078
36	6721480	PSAE.0521.00024
37	7267565	PSAE.0521.00082
38	6752906	PSAE.0521.00071
39	6526814	PSAE.0521.00069
40	6638559	PSAE.0521.00070
41	6266737	PSAE.0521.00158
42	6822666	PSAE.0521.00076
43	7162776	PSAE.0521.00075
44	6897018	PSAE.0521.00003
45	6746948	PSAE.0521.00074
46	6364583	PSAE.0521.00048
47	6836406	PSAE.0521.00043
48	6794270	PSAE.0521.00050
49	6498072	PSAE.0521.00267
50	6421010	PSAE.0521.00269
51	6719211	PSAE.0521.00262
52	7055752	PSAE.0521.00281
53	6580038	PSAE.0521.00282
54	6265484	PSAE.0521.00272
55	6765311	PSAE.0521.00242
56	6264404	PSAE.0521.00251
57	6217899	PSAE.0521.00252
58	6909254	PSAE.0521.00319
59	7012798	PSAE.0521.00138
60	7050510	PSAE.0521.00060
61	6479881	PSAE.0521.00246
62	6893865	PSAE.0521.00318
63	6431871	PSAE.0521.00021
64	7139453	PSAE.0521.00322
65	7411863	PSAE.0521.00061
66	6434352	PSAE.0521.00292
67	7018690	PSAE.0521.00288
68	6641902	PSAE.0521.00287
69	6449272	PSAE.0521.00306
70	6283264	PSAE.0521.00258
71	6427888	PSAE.0521.00305
72	6756154	PSAE.0521.00303
73	6573638	PSAE.0521.00309
74	6926363	PSAE.0521.00307
75	6782092	PSAE.0521.00308
76	6879591	PSAE.0521.00297
77	6262205	PSAE.0521.00271
78	6539854	PSAE.0521.00301
