strain,character_state,character_state_annotation
PSAE.0521.00024,0,edge exists
PSAE.0521.00282,0,edge exists
PSAE.0521.00213,1,parallel edge doesn't exist
PSAE.0521.00010,0,edge exists
PSAE.0521.00248,0,edge exists
PSAE.0521.00141,1,parallel edge doesn't exist
PSAE.0521.00107,0,edge exists
PSAE.0521.00105,0,edge exists
PSAE.0521.00041,1,parallel edge doesn't exist
PSAE.0521.00209,1,parallel edge doesn't exist
PSAE.0521.00169,1,parallel edge doesn't exist
PSAE.0521.00309,0,edge exists
PSAE.0521.00035,0,edge exists
PSAE.0521.00318,1,parallel edge doesn't exist
PSAE.0521.00127,0,edge exists
PSAE.0521.00251,0,edge exists
PSAE.0521.00218,0,edge exists
PSAE.0521.00166,1,parallel edge doesn't exist
PSAE.0521.00215,0,edge exists
PSAE.0521.00043,0,edge exists
PSAE.0521.00217,1,parallel edge doesn't exist
PSAE.0521.00161,0,edge exists
PSAE.0521.00295,0,edge exists
PSAE.0521.00130,0,edge exists
PSAE.0521.00208,0,edge exists
PSAE.0521.00125,1,parallel edge doesn't exist
PSAE.0521.00093,1,parallel edge doesn't exist
PSAE.0521.00051,0,edge exists
PSAE.0521.00097,0,edge exists
PSAE.0521.00263,0,edge exists
PSAE.0521.00157,0,edge exists
PSAE.0521.00078,0,edge exists
PSAE.0521.00104,0,edge exists
PSAE.0521.00182,0,edge exists
PSAE.0521.00129,0,edge exists
PSAE.0521.00098,1,parallel edge doesn't exist
PSAE.0521.00156,1,parallel edge doesn't exist
PSAE.0521.00236,0,edge exists
PSAE.0521.00274,1,parallel edge doesn't exist
PSAE.0521.00181,0,edge exists
PSAE.0521.00037,1,parallel edge doesn't exist
PSAE.0521.00087,0,edge exists
PSAE.0521.00058,1,parallel edge doesn't exist
PSAE.0521.00167,0,edge exists
PSAE.0521.00304,1,parallel edge doesn't exist
PSAE.0521.00283,0,edge exists
PSAE.0521.00034,1,parallel edge doesn't exist
PSAE.0521.00184,1,parallel edge doesn't exist
PSAE.0521.00040,0,edge exists
PSAE.0521.00135,1,parallel edge doesn't exist
PSAE.0521.00075,0,edge exists
PSAE.0521.00269,0,edge exists
PSAE.0521.00108,0,edge exists
PSAE.0521.00185,1,parallel edge doesn't exist
PSAE.0521.00299,0,edge exists
PSAE.0521.00325,0,edge exists
PSAE.0521.00150,1,parallel edge doesn't exist
PSAE.0521.00195,0,edge exists
PSAE.0521.00060,0,edge exists
PSAE.0521.00048,0,edge exists
PSAE.0521.00257,1,parallel edge doesn't exist
PSAE.0521.00196,0,edge exists
PSAE.0521.00023,1,parallel edge doesn't exist
PSAE.0521.00223,0,edge exists
PSAE.0521.00311,1,parallel edge doesn't exist
PSAE.0521.00004,1,parallel edge doesn't exist
PSAE.0521.00031,0,edge exists
PSAE.0521.00094,1,parallel edge doesn't exist
PSAE.0521.00046,0,edge exists
PSAE.0521.00139,1,parallel edge doesn't exist
PSAE.0521.00249,0,edge exists
PSAE.0521.00256,0,edge exists
PSAE.0521.00220,0,edge exists
PSAE.0521.00294,0,edge exists
PSAE.0521.00002,0,edge exists
PSAE.0521.00273,0,edge exists
PSAE.0521.00322,1,parallel edge doesn't exist
PSAE.0521.00328,1,parallel edge doesn't exist
PSAE.0521.00068,0,edge exists
PSAE.0521.00293,0,edge exists
PSAE.0521.00272,0,edge exists
PSAE.0521.00096,0,edge exists
PSAE.0521.00225,1,parallel edge doesn't exist
PSAE.0521.00045,0,edge exists
PSAE.0521.00029,0,edge exists
PSAE.0521.00003,0,edge exists
PSAE.0521.00179,0,edge exists
PSAE.0521.00071,0,edge exists
PSAE.0521.00286,0,edge exists
PSAE.0521.00011,1,parallel edge doesn't exist
PSAE.0521.00313,0,edge exists
PSAE.0521.00210,0,edge exists
PSAE.0521.00143,1,parallel edge doesn't exist
PSAE.0521.00198,1,parallel edge doesn't exist
PSAE.0521.00109,1,parallel edge doesn't exist
PSAE.0521.00061,1,parallel edge doesn't exist
PSAE.0521.00111,0,edge exists
PSAE.0521.00122,0,edge exists
PSAE.0521.00197,0,edge exists
PSAE.0521.00275,1,parallel edge doesn't exist
PSAE.0521.00270,0,edge exists
PSAE.0521.00254,0,edge exists
PSAE.0521.00163,0,edge exists
PSAE.0521.00095,1,parallel edge doesn't exist
PSAE.0521.00113,0,edge exists
PSAE.0521.00212,1,parallel edge doesn't exist
PSAE.0521.00151,1,parallel edge doesn't exist
PSAE.0521.00136,0,edge exists
PSAE.0521.00146,0,edge exists
PSAE.0521.00092,0,edge exists
PSAE.0521.00224,1,parallel edge doesn't exist
PSAE.0521.00050,1,parallel edge doesn't exist
PSAE.0521.00055,1,parallel edge doesn't exist
PSAE.0521.00089,0,edge exists
PSAE.0521.00052,0,edge exists
PSAE.0521.00102,0,edge exists
PSAE.0521.00128,0,edge exists
PSAE.0521.00077,0,edge exists
PSAE.0521.00297,0,edge exists
PSAE.0521.00285,1,parallel edge doesn't exist
PSAE.0521.00231,0,edge exists
PSAE.0521.00170,1,parallel edge doesn't exist
PSAE.0521.00001,0,edge exists
PSAE.0521.00084,0,edge exists
PSAE.0521.00121,0,edge exists
PSAE.0521.00305,0,edge exists
PSAE.0521.00186,0,edge exists
PSAE.0521.00326,1,parallel edge doesn't exist
PSAE.0521.00032,3,inversion between 100h-101t and 176h-177t
PSAE.0521.00083,0,edge exists
PSAE.0521.00255,1,parallel edge doesn't exist
PSAE.0521.00205,4,inversion between 100h-101t and 16h-14h
PSAE.0521.00278,1,parallel edge doesn't exist
PSAE.0521.00100,1,parallel edge doesn't exist
PSAE.0521.00321,0,edge exists
PSAE.0521.00221,0,edge exists
PSAE.0521.00074,0,edge exists
PSAE.0521.00148,0,edge exists
PSAE.0521.00131,0,edge exists
PSAE.0521.00145,1,parallel edge doesn't exist
PSAE.0521.00020,0,edge exists
PSAE.0521.00137,0,edge exists
PSAE.0521.00073,0,edge exists
PSAE.0521.00189,0,edge exists
PSAE.0521.00306,0,edge exists
PSAE.0521.00242,0,edge exists
PSAE.0521.00302,0,edge exists
PSAE.0521.00307,0,edge exists
PSAE.0521.00027,0,edge exists
PSAE.0521.00219,0,edge exists
PSAE.0521.00187,0,edge exists
PSAE.0521.00091,0,edge exists
PSAE.0521.00081,1,parallel edge doesn't exist
PSAE.0521.00183,1,parallel edge doesn't exist
PSAE.0521.00070,2,some block is not presented
PSAE.0521.00298,0,edge exists
PSAE.0521.00099,0,edge exists
PSAE.0521.00007,1,parallel edge doesn't exist
PSAE.0521.00216,0,edge exists
PSAE.0521.00199,1,parallel edge doesn't exist
PSAE.0521.00025,0,edge exists
PSAE.0521.00315,0,edge exists
PSAE.0521.00202,1,parallel edge doesn't exist
PSAE.0521.00066,1,parallel edge doesn't exist
PSAE.0521.00177,0,edge exists
PSAE.0521.00042,1,parallel edge doesn't exist
PSAE.0521.00300,1,parallel edge doesn't exist
PSAE.0521.00312,1,parallel edge doesn't exist
PSAE.0521.00153,0,edge exists
PSAE.0521.00138,0,edge exists
PSAE.0521.00259,0,edge exists
PSAE.0521.00280,1,parallel edge doesn't exist
PSAE.0521.00239,1,parallel edge doesn't exist
PSAE.0521.00229,0,edge exists
PSAE.0521.00038,0,edge exists
PSAE.0521.00292,0,edge exists
PSAE.0521.00291,0,edge exists
PSAE.0521.00072,1,parallel edge doesn't exist
PSAE.0521.00030,0,edge exists
PSAE.0521.00044,0,edge exists
PSAE.0521.00171,0,edge exists
PSAE.0521.00054,0,edge exists
PSAE.0521.00063,0,edge exists
PSAE.0521.00134,1,parallel edge doesn't exist
PSAE.0521.00267,0,edge exists
PSAE.0521.00133,0,edge exists
PSAE.0521.00228,0,edge exists
PSAE.0521.00162,0,edge exists
PSAE.0521.00250,0,edge exists
PSAE.0521.00277,1,parallel edge doesn't exist
PSAE.0521.00005,0,edge exists
PSAE.0521.00232,1,parallel edge doesn't exist
PSAE.0521.00207,1,parallel edge doesn't exist
PSAE.0521.00018,0,edge exists
PSAE.0521.00116,0,edge exists
PSAE.0521.00017,0,edge exists
PSAE.0521.00019,0,edge exists
PSAE.0521.00076,0,edge exists
PSAE.0521.00252,0,edge exists
PSAE.0521.00287,0,edge exists
PSAE.0521.00268,0,edge exists
PSAE.0521.00152,0,edge exists
PSAE.0521.00214,0,edge exists
PSAE.0521.00316,1,parallel edge doesn't exist
PSAE.0521.00120,0,edge exists
PSAE.0521.00140,1,parallel edge doesn't exist
PSAE.0521.00021,0,edge exists
PSAE.0521.00230,1,parallel edge doesn't exist
PSAE.0521.00284,1,parallel edge doesn't exist
PSAE.0521.00059,0,edge exists
PSAE.0521.00271,0,edge exists
PSAE.0521.00124,1,parallel edge doesn't exist
PSAE.0521.00172,0,edge exists
PSAE.0521.00117,0,edge exists
PSAE.0521.00244,1,parallel edge doesn't exist
PSAE.0521.00144,0,edge exists
PSAE.0521.00176,1,parallel edge doesn't exist
PSAE.0521.00165,0,edge exists
PSAE.0521.00247,1,parallel edge doesn't exist
PSAE.0521.00036,1,parallel edge doesn't exist
PSAE.0521.00142,0,edge exists
PSAE.0521.00211,0,edge exists
PSAE.0521.00178,1,parallel edge doesn't exist
PSAE.0521.00154,0,edge exists
PSAE.0521.00266,0,edge exists
PSAE.0521.00101,0,edge exists
PSAE.0521.00226,1,parallel edge doesn't exist
PSAE.0521.00190,0,edge exists
PSAE.0521.00047,0,edge exists
PSAE.0521.00327,0,edge exists
PSAE.0521.00191,0,edge exists
PSAE.0521.00317,0,edge exists
PSAE.0521.00264,0,edge exists
PSAE.0521.00194,0,edge exists
PSAE.0521.00222,1,parallel edge doesn't exist
PSAE.0521.00265,0,edge exists
