strain,character_state,character_state_annotation
BUMA.0521.00005,1,"chromosomes: 1, 2"
BUMA.0521.00008,2,chromosomes: 2
BUMA.0521.00009,1,"chromosomes: 1, 2"
BUMA.0521.00011,1,"chromosomes: 1, 2"
BUMA.0521.00014,1,"chromosomes: 1, 2"
BUMA.0521.00015,1,"chromosomes: 1, 2"
BUMA.0521.00016,1,"chromosomes: 1, 2"
BUMA.0521.00017,1,"chromosomes: 1, 2"
BUMA.0521.00019,1,"chromosomes: 1, 2"
BUMA.0521.00020,1,"chromosomes: 1, 2"
BUMA.0521.00021,1,"chromosomes: 1, 2"
BUMA.0521.00022,1,"chromosomes: 1, 2"
BUMA.0521.00023,1,"chromosomes: 1, 2"
BUMA.0521.00024,1,"chromosomes: 1, 2"
BUMA.0521.00026,1,"chromosomes: 1, 2"
BUMA.0521.00027,1,"chromosomes: 1, 2"
BUMA.0521.00032,2,chromosomes: 2
BUMA.0521.00012,0,no copies
BUMA.0521.00007,0,no copies
BUMA.0521.00010,0,no copies
BUMA.0521.00013,0,no copies
BUMA.0521.00006,0,no copies
BUMA.0521.00028,0,no copies
BUMA.0521.00030,0,no copies
BUMA.0521.00002,0,no copies
BUMA.0521.00003,0,no copies
BUMA.0521.00004,0,no copies
BUMA.0521.00025,0,no copies
BUMA.0521.00029,0,no copies
BUMA.0521.00031,0,no copies
BUMA.0521.00001,0,no copies
BUMA.0521.00018,0,no copies
