strain,character_state,character_state_annotation
BUMA.0521.00001,12,"chromosomes: 1, 1, 2"
BUMA.0521.00002,2,"chromosomes: 1, 1"
BUMA.0521.00003,3,"chromosomes: 1, 1, 1"
BUMA.0521.00004,11,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00005,14,"chromosomes: 1, 2"
BUMA.0521.00006,11,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00008,1,chromosomes: 1
BUMA.0521.00009,5,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00011,12,"chromosomes: 1, 1, 2"
BUMA.0521.00012,2,"chromosomes: 1, 1"
BUMA.0521.00013,12,"chromosomes: 1, 1, 2"
BUMA.0521.00014,6,"chromosomes: 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00015,5,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00016,6,"chromosomes: 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00017,10,"chromosomes: 1, 1, 1, 2"
BUMA.0521.00018,7,"chromosomes: 1, 1, 1, 1, 1, 2"
BUMA.0521.00019,4,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00020,5,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00021,5,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00022,5,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00023,5,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00024,9,"chromosomes: 1, 1, 1, 1, 1, 2, 2, 2"
BUMA.0521.00025,7,"chromosomes: 1, 1, 1, 1, 1, 2"
BUMA.0521.00026,8,"chromosomes: 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00027,5,"chromosomes: 1, 1, 1, 1, 1, 1, 1, 2, 2"
BUMA.0521.00028,13,"chromosomes: 1, 1, 2, 2, 2"
BUMA.0521.00029,7,"chromosomes: 1, 1, 1, 1, 1, 2"
BUMA.0521.00030,13,"chromosomes: 1, 1, 2, 2, 2"
BUMA.0521.00031,7,"chromosomes: 1, 1, 1, 1, 1, 2"
BUMA.0521.00032,12,"chromosomes: 1, 1, 2"
BUMA.0521.00007,0,no copies
BUMA.0521.00010,0,no copies
