strain,character_state,character_state_annotation
BUMA.0521.00001,2,"chromosomes: 1, 2, 2"
BUMA.0521.00002,2,"chromosomes: 1, 2, 2"
BUMA.0521.00003,1,"chromosomes: 1, 2"
BUMA.0521.00004,2,"chromosomes: 1, 2, 2"
BUMA.0521.00005,2,"chromosomes: 1, 2, 2"
BUMA.0521.00006,2,"chromosomes: 1, 2, 2"
BUMA.0521.00007,2,"chromosomes: 1, 2, 2"
BUMA.0521.00008,1,"chromosomes: 1, 2"
BUMA.0521.00009,2,"chromosomes: 1, 2, 2"
BUMA.0521.00010,2,"chromosomes: 1, 2, 2"
BUMA.0521.00011,2,"chromosomes: 1, 2, 2"
BUMA.0521.00012,1,"chromosomes: 1, 2"
BUMA.0521.00013,2,"chromosomes: 1, 2, 2"
BUMA.0521.00014,2,"chromosomes: 1, 2, 2"
BUMA.0521.00015,2,"chromosomes: 1, 2, 2"
BUMA.0521.00016,2,"chromosomes: 1, 2, 2"
BUMA.0521.00017,2,"chromosomes: 1, 2, 2"
BUMA.0521.00018,2,"chromosomes: 1, 2, 2"
BUMA.0521.00019,2,"chromosomes: 1, 2, 2"
BUMA.0521.00020,2,"chromosomes: 1, 2, 2"
BUMA.0521.00021,2,"chromosomes: 1, 2, 2"
BUMA.0521.00022,2,"chromosomes: 1, 2, 2"
BUMA.0521.00023,2,"chromosomes: 1, 2, 2"
BUMA.0521.00024,3,"chromosomes: 2, 2, 2"
BUMA.0521.00025,2,"chromosomes: 1, 2, 2"
BUMA.0521.00026,1,"chromosomes: 1, 2"
BUMA.0521.00027,2,"chromosomes: 1, 2, 2"
BUMA.0521.00028,1,"chromosomes: 1, 2"
BUMA.0521.00029,2,"chromosomes: 1, 2, 2"
BUMA.0521.00030,1,"chromosomes: 1, 2"
BUMA.0521.00031,2,"chromosomes: 1, 2, 2"
BUMA.0521.00032,2,"chromosomes: 1, 2, 2"
