strain,character_state,character_state_annotation
BUMA.0521.00001,6,"chromosomes: 1, 2"
BUMA.0521.00002,4,"chromosomes: 1, 1, 2"
BUMA.0521.00003,4,"chromosomes: 1, 1, 2"
BUMA.0521.00004,6,"chromosomes: 1, 2"
BUMA.0521.00006,7,"chromosomes: 1, 2, 2"
BUMA.0521.00008,1,chromosomes: 1
BUMA.0521.00009,3,"chromosomes: 1, 1, 1"
BUMA.0521.00011,1,chromosomes: 1
BUMA.0521.00012,2,"chromosomes: 1, 1"
BUMA.0521.00013,8,chromosomes: 2
BUMA.0521.00014,3,"chromosomes: 1, 1, 1"
BUMA.0521.00015,3,"chromosomes: 1, 1, 1"
BUMA.0521.00016,3,"chromosomes: 1, 1, 1"
BUMA.0521.00018,6,"chromosomes: 1, 2"
BUMA.0521.00019,3,"chromosomes: 1, 1, 1"
BUMA.0521.00020,2,"chromosomes: 1, 1"
BUMA.0521.00021,3,"chromosomes: 1, 1, 1"
BUMA.0521.00022,3,"chromosomes: 1, 1, 1"
BUMA.0521.00023,3,"chromosomes: 1, 1, 1"
BUMA.0521.00024,4,"chromosomes: 1, 1, 2"
BUMA.0521.00025,6,"chromosomes: 1, 2"
BUMA.0521.00026,3,"chromosomes: 1, 1, 1"
BUMA.0521.00027,3,"chromosomes: 1, 1, 1"
BUMA.0521.00028,5,"chromosomes: 1, 1, 2, 2"
BUMA.0521.00029,6,"chromosomes: 1, 2"
BUMA.0521.00030,5,"chromosomes: 1, 1, 2, 2"
BUMA.0521.00031,6,"chromosomes: 1, 2"
BUMA.0521.00005,0,no copies
BUMA.0521.00017,0,no copies
BUMA.0521.00032,0,no copies
BUMA.0521.00007,0,no copies
BUMA.0521.00010,0,no copies
