strain,character_state,character_state_annotation
BUMA.0521.00001,1,chromosomes: 1
BUMA.0521.00002,3,"chromosomes: 1, 1, 1"
BUMA.0521.00003,3,"chromosomes: 1, 1, 1"
BUMA.0521.00004,8,chromosomes: 2
BUMA.0521.00005,7,"chromosomes: 1, 2, 2"
BUMA.0521.00008,6,"chromosomes: 1, 2"
BUMA.0521.00009,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00011,4,"chromosomes: 1, 1, 1, 2"
BUMA.0521.00014,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00015,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00016,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00017,6,"chromosomes: 1, 2"
BUMA.0521.00018,2,"chromosomes: 1, 1"
BUMA.0521.00019,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00020,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00021,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00022,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00023,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00024,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00025,2,"chromosomes: 1, 1"
BUMA.0521.00026,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00027,5,"chromosomes: 1, 1, 1, 2, 2"
BUMA.0521.00028,8,chromosomes: 2
BUMA.0521.00029,2,"chromosomes: 1, 1"
BUMA.0521.00030,8,chromosomes: 2
BUMA.0521.00031,2,"chromosomes: 1, 1"
BUMA.0521.00032,6,"chromosomes: 1, 2"
BUMA.0521.00012,0,no copies
BUMA.0521.00007,0,no copies
BUMA.0521.00010,0,no copies
BUMA.0521.00013,0,no copies
BUMA.0521.00006,0,no copies
