strain,character_state,character_state_annotation
BUMA.0521.00005,2,"chromosomes: 1, 2"
BUMA.0521.00006,4,"chromosomes: 2, 2"
BUMA.0521.00008,2,"chromosomes: 1, 2"
BUMA.0521.00009,3,chromosomes: 2
BUMA.0521.00010,4,"chromosomes: 2, 2"
BUMA.0521.00013,4,"chromosomes: 2, 2"
BUMA.0521.00014,3,chromosomes: 2
BUMA.0521.00015,3,chromosomes: 2
BUMA.0521.00016,3,chromosomes: 2
BUMA.0521.00017,2,"chromosomes: 1, 2"
BUMA.0521.00019,3,chromosomes: 2
BUMA.0521.00020,3,chromosomes: 2
BUMA.0521.00021,3,chromosomes: 2
BUMA.0521.00022,3,chromosomes: 2
BUMA.0521.00023,3,chromosomes: 2
BUMA.0521.00024,3,chromosomes: 2
BUMA.0521.00026,3,chromosomes: 2
BUMA.0521.00027,3,chromosomes: 2
BUMA.0521.00028,4,"chromosomes: 2, 2"
BUMA.0521.00030,4,"chromosomes: 2, 2"
BUMA.0521.00032,1,chromosomes: 1
BUMA.0521.00011,0,no copies
BUMA.0521.00012,0,no copies
BUMA.0521.00007,0,no copies
BUMA.0521.00002,0,no copies
BUMA.0521.00003,0,no copies
BUMA.0521.00004,0,no copies
BUMA.0521.00025,0,no copies
BUMA.0521.00029,0,no copies
BUMA.0521.00031,0,no copies
BUMA.0521.00001,0,no copies
BUMA.0521.00018,0,no copies
