strain,character_state,character_state_annotation
BUMA.0521.00004,5,5 copies
BUMA.0521.00020,3,3 copies
BUMA.0521.00015,3,3 copies
BUMA.0521.00013,2,2 copies
BUMA.0521.00003,3,3 copies
BUMA.0521.00007,3,3 copies
BUMA.0521.00006,3,3 copies
BUMA.0521.00001,3,3 copies
BUMA.0521.00016,3,3 copies
BUMA.0521.00027,3,3 copies
BUMA.0521.00023,3,3 copies
BUMA.0521.00030,5,5 copies
BUMA.0521.00010,1,1 copies
BUMA.0521.00002,3,3 copies
BUMA.0521.00012,1,1 copies
BUMA.0521.00026,4,4 copies
BUMA.0521.00014,3,3 copies
BUMA.0521.00025,4,4 copies
BUMA.0521.00011,2,2 copies
BUMA.0521.00022,3,3 copies
BUMA.0521.00008,2,2 copies
BUMA.0521.00009,3,3 copies
BUMA.0521.00029,4,4 copies
BUMA.0521.00017,2,2 copies
BUMA.0521.00028,5,5 copies
BUMA.0521.00021,3,3 copies
BUMA.0521.00019,3,3 copies
BUMA.0521.00031,4,4 copies
BUMA.0521.00005,3,3 copies
BUMA.0521.00024,3,3 copies
BUMA.0521.00018,4,4 copies
BUMA.0521.00032,1,1 copies
