strain,character_state,character_state_annotation
BUMA.0521.00028,1,1 copies
BUMA.0521.00019,2,2 copies
BUMA.0521.00022,2,2 copies
BUMA.0521.00008,2,2 copies
BUMA.0521.00015,2,2 copies
BUMA.0521.00020,2,2 copies
BUMA.0521.00024,2,2 copies
BUMA.0521.00005,1,1 copies
BUMA.0521.00026,2,2 copies
BUMA.0521.00027,2,2 copies
BUMA.0521.00012,0,0 copies
BUMA.0521.00001,2,2 copies
BUMA.0521.00030,1,1 copies
BUMA.0521.00018,3,3 copies
BUMA.0521.00013,2,2 copies
BUMA.0521.00009,2,2 copies
BUMA.0521.00010,0,0 copies
BUMA.0521.00025,3,3 copies
BUMA.0521.00006,1,1 copies
BUMA.0521.00004,2,2 copies
BUMA.0521.00007,0,0 copies
BUMA.0521.00032,5,5 copies
BUMA.0521.00016,2,2 copies
BUMA.0521.00031,3,3 copies
BUMA.0521.00021,2,2 copies
BUMA.0521.00014,2,2 copies
BUMA.0521.00029,3,3 copies
BUMA.0521.00023,2,2 copies
BUMA.0521.00002,0,0 copies
BUMA.0521.00011,3,3 copies
BUMA.0521.00017,4,4 copies
BUMA.0521.00003,0,0 copies
