block,gain
1,0.036854787408102885
2,0.0021071276204602946
3,0.00040735123613182267
4,0.0033297194560096208
5,0.004386914132354841
6,0.0028480115030995456
7,0.0033297194560096208
8,0.0033297194560096208
9,0.0033297194560096208
10,0.0033297194560096208
11,0.0033297194560096208
12,0.024274554504761126
13,0.016504372457882943
14,0.08011697713286534
15,0.024274554504761126
16,0.00016713821440061255
17,0.00016713821440061255
18,0.024274554504761126
19,0.00040735123613182267
20,0.036854787408102885
21,0.036854787408102885
22,0.00040735123613182267
23,0.00040735123613182267
24,0.00040735123613182267
25,0.004386914132354841
26,0.004386914132354841
27,0.00040735123613182267
28,0.00040735123613182267
29,0.0005658441432285499
30,0.016647791492915662
31,0.0497503969496238
32,0.00016713821440061255
33,0.0497503969496238
34,0.0497503969496238
35,0.009083184859698515
36,0.0001671382144006195
37,0.0021071276204602946
38,0.036854787408102885
39,0.03479428639328222
40,0.04959835453647077
41,0.0
45,0.026962181540179153
46,0.0497503969496238
47,0.03529011081672995
49,0.08087539664674112
50,0.04222276280739079
53,0.0066599289057588384
58,0.0497503969496238
64,0.011994366117576205
66,0.009083184859698515
67,0.0021071276204602946
68,0.009558660839625144
69,0.001881339807797311
70,0.021658668945264026
71,0.0009067333155045876
73,0.026962181540179153
75,0.0021071276204602946
76,0.03479428639328222
79,0.0018813398077972554
80,0.024274554504761126
81,0.0021071276204602946
84,0.03844974262717826
85,0.04690484561404934
86,0.04690484561404934
88,0.036854787408102885
89,0.001533374930828002
102,0.04222276280739079
110,0.000354455182142166
111,0.0028480115030995456
112,0.0021071276204602807
113,0.0001671382144006195
114,0.000354455182142166
115,0.0578655162249765
118,0.04222276280739079
123,0.011994366117576205
124,0.06141445595095385
126,0.026962181540179153
127,0.026962181540179153
138,4.4959056383769846e-05
144,0.0003544551821421521
145,0.016647791492915662
147,0.0497503969496238
154,0.049048596061864125
155,0.012985710171083104
156,0.04690484561404934
157,0.03334663317813333
163,0.026962181540179153
179,0.06141445595095385
185,0.001881339807797311
187,0.026962181540179153
190,0.004386914132354841
192,0.04046026868288827
193,0.04046026868288827
194,4.4959056383769846e-05
197,0.011994366117576205
201,0.026962181540179153
202,0.026962181540179153
206,0.024139163710448996
207,0.026962181540179153
217,0.0021071276204602946
218,0.026962181540179153
222,0.03529011081672995
226,0.06141445595095385
232,0.06141445595095385
233,0.011994366117576205
238,0.07749123496069307
246,0.008062947056835468
255,0.03171867247205201
265,0.01705505711652444
266,0.026962181540179153
267,0.026962181540179153
271,0.006866860862780821
275,0.01707003817996583
280,0.050419999412284366
289,0.00988052495515146
291,0.07749123496069307
293,0.01707003817996583
296,0.026962181540179153
297,0.023311686990455383
303,0.06141445595095385
