Seq_id	Size	Description
12	6869	EPEC2.contig_60
33	28985	EPEC5.contig_23
34	30308	EPEC38.contig_24
35	18497	EPEC37.contig_40
45	7670	EPEC54.contig_79
56	5699	EPEC18.contig_33
64	11952	EPEC34.contig_70
73	57307	EPEC53.contig_18
75	57094	EPEC8.contig_20
93	27551	EPEC34.contig_51
103	10422	EPEC34.contig_74
105	8494	EPEC54.contig_73
118	5721	EPEC34.contig_89
136	6907	EPEC8.contig_53
137	7104	EPEC8.contig_52
140	6796	EPEC54.contig_84
152	5457	EPEC58.contig_51
153	18010	EPEC15.contig_49
200	46011	EPEC10.contig_19
221	6678	EPEC45.contig_43
226	63666	EPEC51.contig_23
239	11752	EPEC40.contig_67
250	10891	EPEC58.contig_44
252	13606	EPEC8.contig_43
281	34611	EPEC21.contig_34
291	24531	EPEC28.contig_22
313	87153	EPEC7.contig_18
314	47404	EPEC21.contig_27
315	96836	EPEC14.contig_18
316	45501	EPEC59.contig_24
369	5942	EPEC13.contig_81
390	8593	EPEC34.contig_81
411	11882	EPEC31.contig_44
412	11576	EPEC40.contig_68
417	11236	EPEC15.contig_58
544	5862	EPEC12.contig_46
553	17278	EPEC9.contig_55
573	10866	EPEC1.contig_60
574	24736	EPEC47.contig_33
575	40263	EPEC34.contig_42
577	83773	EPEC4.contig_19
578	57908	EPEC9.contig_27
579	12403	EPEC13.contig_62
580	30062	EPEC48.contig_33
581	30060	EPEC37.contig_35
582	19321	EPEC33.contig_42
617	111251	EPEC36.contig_12
625	4549	EPEC44.contig_41
627	15678	EPEC51.contig_46
646	33214	EPEC52.contig_25
659	31624	EPEC12.contig_34
664	12731	EPEC13.contig_60
665	17251	EPEC13.contig_56
666	6268	EPEC9.contig_72
668	5247	EPEC54.contig_93
669	12756	EPEC54.contig_61
691	46829	EPEC34.contig_36
695	32978	EPEC1.contig_42
696	6578	EPEC1.contig_70
733	43958	EPEC34.contig_39
734	16962	EPEC29.contig_46
781	40926	EPEC9.contig_39
786	77750	EPEC35.contig_19
790	241830	EPEC2.contig_2
792	50944	EPEC1.contig_31
800	55468	EPEC2.contig_32
802	21620	EPEC36.contig_30
805	189768	EPEC12.contig_7
806	157181	EPEC4.contig_9
807	88062	EPEC52.contig_17
808	119406	EPEC14.contig_14
809	45898	EPEC11.contig_26
810	106480	EPEC27.contig_15
811	133642	EPEC27.contig_9
815	136086	EPEC2.contig_11
816	31276	EPEC30.contig_33
818	101926	EPEC47.contig_16
819	388984	EPEC47.contig_1
820	142557	EPEC35.contig_13
821	44156	EPEC3.contig_23
822	144066	EPEC3.contig_14
824	533015	EPEC4.contig_0
825	121877	EPEC20.contig_9
827	60029	EPEC21.contig_24
828	135898	EPEC31.contig_12
829	344154	EPEC17.contig_2
830	60029	EPEC14.contig_28
832	105464	EPEC16.contig_15
834	41794	EPEC14.contig_33
837	302736	EPEC53.contig_5
838	162065	EPEC33.contig_9
839	23695	EPEC13.contig_50
840	66835	EPEC27.contig_22
843	420915	EPEC43.contig_4
845	545205	EPEC39.contig_1
846	372783	EPEC5.contig_3
847	168147	EPEC48.contig_8
849	647516	EPEC31.contig_0
850	106341	EPEC1.contig_14
851	26815	EPEC41.contig_16
852	251487	EPEC44.contig_5
853	29429	EPEC33.contig_33
854	47873	EPEC54.contig_34
