block,gain
1,0.06461727717332473
2,0.024016186387548877
3,0.004591135475463276
4,0.01864792971267075
5,0.01864792971267075
6,0.029069644328304722
7,0.03482612376263905
8,0.03482612376263905
9,0.03482612376263905
10,0.03482612376263905
11,0.03482612376263905
12,0.017035103681056984
13,0.02438695006910374
14,0.024372421594740012
15,0.017035103681056984
16,0.06461727717332473
17,0.06461727717332473
18,0.024016186387548877
19,0.04402690046728597
20,0.018920298054192777
21,0.018920298054192777
22,0.04402690046728597
23,0.04402690046728597
24,0.04402690046728597
25,0.03482612376263905
26,0.03482612376263905
27,0.04402690046728597
28,0.04402690046728597
29,0.007079186431288742
30,0.04330703188810335
31,0.011736315274270548
32,0.018920298054193
33,0.011736315274270548
34,0.011736315274270548
35,0.004591135475463276
36,0.01892029805419293
37,0.024016186387548877
38,0.025831912492592757
39,0.0005608028528221731
40,0.06150349356945933
41,0.13424400540481843
45,0.008427136461710782
46,0.01864792971267075
47,0.02763352774413569
49,0.013976600935030947
50,0.03400108704098598
53,0.059011682214385464
58,0.05045221168691061
64,0.008427136461710782
66,0.004591135475463276
67,0.017035103681056984
68,0.06641727648006987
69,0.038728424659585634
70,0.06327687972725571
71,0.02773394155667594
73,0.008427136461710782
75,0.024016186387548877
76,0.03457932925827413
79,0.0387284246595857
80,0.017035103681056984
81,0.024016186387548877
84,0.013584474077651731
85,0.06304419524092228
86,0.06304419524092228
88,0.018920298054192777
89,0.07017429423099791
102,0.02904570721950772
110,0.07986477478588805
111,0.05549035296372984
112,0.017035103681056984
113,0.018920298054192708
114,0.0398452755398897
115,0.04402690046728597
118,0.02904570721950772
123,0.008427136461710782
124,0.03400108704098598
126,0.008427136461710782
127,0.008427136461710782
138,0.06680243696347846
144,0.03984527553988962
145,0.04402690046728597
147,0.01864792971267075
154,0.01022752130605642
155,0.041097712836741046
156,0.06418044929194036
157,0.07017429423099791
163,0.008427136461710782
179,0.03400108704098598
185,0.038728424659585634
187,0.008427136461710782
190,0.01864792971267075
192,0.05838080860094852
193,0.05838080860094852
194,0.06680243696347846
197,0.008427136461710782
201,0.008427136461710782
202,0.008427136461710782
206,0.05263310962518464
207,0.008427136461710782
217,0.024016186387548877
218,0.008427136461710782
222,0.021238300084481798
226,0.03400108704098598
232,0.03400108704098598
233,0.008427136461710782
238,0.007982755995973562
246,0.013839950239465493
255,0.059840297126580566
265,0.059840297126580566
266,0.008427136461710782
267,0.008427136461710782
271,0.022759604337699135
275,0.013584474077651731
280,0.03968704411000168
289,0.004704806036511022
291,0.007982755995973562
293,0.013584474077651731
296,0.008427136461710782
297,0.022759604337699163
303,0.03400108704098598
304,0.03482612376263905
305,0.008427136461710782
308,0.008427136461710782
309,0.017035103681056984
311,0.03482612376263905
314,0.03400108704098598
315,0.020769329525431812
316,0.017035103681056984
317,0.05263310962518464
318,0.008427136461710782
321,0.008427136461710782
324,0.017035103681056984
327,0.020769329525431812
330,0.027164557185085855
332,0.008427136461710782
335,0.08737769031024245
343,0.03927669926546204
344,0.016036431921949368
345,0.05780902790045794
346,0.057718188150373995
348,0.048782376873052924
352,0.008427136461710782
353,0.034892994110699516
354,0.017035103681056984
356,0.024016186387548877
357,0.008427136461710782
360,0.13241458072018786
372,0.05549035296372984
373,0.09687603024257163
374,0.0808567114583667
375,0.06830876554692289
376,0.01864792971267075
377,0.047182484192562324
378,0.047182484192562324
379,0.01864792971267075
380,0.01864792971267075
381,0.01864792971267075
382,0.017035103681056984
392,0.02904570721950772
394,0.008427136461710782
397,0.03871968222005229
408,0.08995026690155378
409,0.061752467962128216
410,0.061752467962128216
411,0.03400108704098598
412,0.01864792971267075
413,0.017035103681056984
414,0.05263310962518464
416,0.017510951910919892
426,0.018920298054192777
431,0.017035103681056984
432,0.01864792971267075
433,0.02904570721950772
434,0.05212808508339106
436,0.017035103681056984
437,0.020769329525431812
438,0.020769329525431812
439,0.020769329525431812
440,0.005230113823889271
441,0.02438695006910374
442,0.02438695006910374
443,0.025831912492592757
444,0.000759054101899137
445,0.008427136461710782
451,0.017035103681056984
452,0.01864792971267075
463,0.011998051803065346
466,0.06304419524092228
472,0.0011293791272495857
473,0.03400108704098598
476,0.02438695006910374
477,0.002381816424101013
478,0.020769329525431812
479,0.018920298054192777
480,0.03968704411000168
481,0.025831912492592757
482,0.01864792971267075
483,0.018920298054192777
484,0.018920298054192777
485,0.0407730519944689
486,0.013412188670751224
487,0.01060474366751174
488,0.03400108704098598
489,0.01522155933639624
491,0.000759054101899137
492,0.002573951263902363
493,0.000759054101899137
494,0.000759054101899137
495,0.05263310962518464
