to_annotate	gsize	nb_conts	L90
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839235.1_ASM1583923v1_genomic.fna_prepare-split125N.fna	2141347	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_001896045.1_ASM189604v1_genomic.fna_prepare-split125N.fna	2206644	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839775.1_ASM1583977v1_genomic.fna_prepare-split125N.fna	2114775	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_000817005.1_ASM81700v1_genomic.fna_prepare-split125N.fna	2287774	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839915.1_ASM1583991v1_genomic.fna_prepare-split125N.fna	2089999	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_001457635.1_NCTC7465_genomic.fna_prepare-split125N.fna	2110968	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015840115.1_ASM1584011v1_genomic.fna_prepare-split125N.fna	2140016	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_001896065.1_ASM189606v1_genomic.fna_prepare-split125N.fna	2071812	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_001255215.1_S_pneumo_A66_v1_genomic.fna_prepare-split125N.fna	1983415	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966525.1_ASM396652v1_genomic.fna_prepare-split125N.fna	2180605	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_017569245.1_ASM1756924v1_genomic.fna_prepare-split125N.fna	2134668	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_013047165.1_ASM1304716v1_genomic.fna_prepare-split125N.fna	2219840	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475305.1_43721_E02_genomic.fna_prepare-split125N.fna	2046573	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003967155.2_ASM396715v2_genomic.fna_prepare-split125N.fna	2156271	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475515.1_42731_F01_genomic.fna_prepare-split125N.fna	2039982	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_001896085.1_ASM189608v1_genomic.fna_prepare-split125N.fna	2073113	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475805.1_46514_B03_genomic.fna_prepare-split125N.fna	2093242	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351725.1_ASM335172v1_genomic.fna_prepare-split125N.fna	2109726	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476445.1_55312_D02_genomic.fna_prepare-split125N.fna	2131442	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476455.1_55312_E02_genomic.fna_prepare-split125N.fna	2145551	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_002843545.1_ASM284354v1_genomic.fna_prepare-split125N.fna	2168552	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476465.1_55312_F02_genomic.fna_prepare-split125N.fna	2104636	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966505.1_ASM396650v1_genomic.fna_prepare-split125N.fna	2058492	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476475.1_49768_F01_genomic.fna_prepare-split125N.fna	2157682	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003044325.1_ASM304432v1_genomic.fna_prepare-split125N.fna	2122840	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476505.1_55312_C02_genomic.fna_prepare-split125N.fna	2200529	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003966485.1_ASM396648v1_genomic.fna_prepare-split125N.fna	2096423	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618545.1_4496_genomic.fna_prepare-split125N.fna	2169270	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351525.1_ASM335152v1_genomic.fna_prepare-split125N.fna	2114141	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618555.1_947_genomic.fna_prepare-split125N.fna	2109624	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351645.1_ASM335164v1_genomic.fna_prepare-split125N.fna	2096231	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618575.1_180-2_genomic.fna_prepare-split125N.fna	2038006	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_001902455.1_ASM190245v1_genomic.fna_prepare-split125N.fna	2092148	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618585.1_180-15_genomic.fna_prepare-split125N.fna	2037269	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003003495.1_ASM300349v1_genomic.fna_prepare-split125N.fna	2046572	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_002813535.1_ASM281353v1_genomic.fna_prepare-split125N.fna	2125517	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900636585.1_43058_B01_genomic.fna_prepare-split125N.fna	2115408	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_002357995.1_ASM235799v1_genomic.fna_prepare-split125N.fna	2148476	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003354825.1_ASM335482v1_genomic.fna_prepare-split125N.fna	2057144	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_002947575.1_ASM294757v1_genomic.fna_prepare-split125N.fna	2221315	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003609935.1_ASM360993v1_genomic.fna_prepare-split125N.fna	2045062	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_002813955.1_ASM281395v1_genomic.fna_prepare-split125N.fna	2079194	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003351705.1_ASM335170v1_genomic.fna_prepare-split125N.fna	2169584	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_003994915.1_ASM399491v1_genomic.fna_prepare-split125N.fna	2038121	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_004291255.1_ASM429125v1_genomic.fna_prepare-split125N.fna	2101621	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692645.1_12291_5_16-2_genomic.fna_prepare-split125N.fna	2084323	1	1
Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_009664475.1_ASM966447v1_genomic.fna_prepare-split125N.fna	2090792	1	1
