strain,character_state,character_state_annotation
PSAE.0521.00203,0,0 copies
PSAE.0521.00268,1,1 copies
PSAE.0521.00328,0,0 copies
PSAE.0521.00181,1,1 copies
PSAE.0521.00128,0,0 copies
PSAE.0521.00098,0,0 copies
PSAE.0521.00075,1,1 copies
PSAE.0521.00321,1,1 copies
PSAE.0521.00236,0,0 copies
PSAE.0521.00306,1,1 copies
PSAE.0521.00267,1,1 copies
PSAE.0521.00053,0,0 copies
PSAE.0521.00041,0,0 copies
PSAE.0521.00200,0,0 copies
PSAE.0521.00260,0,0 copies
PSAE.0521.00131,0,0 copies
PSAE.0521.00042,0,0 copies
PSAE.0521.00282,1,1 copies
PSAE.0521.00059,0,0 copies
PSAE.0521.00197,0,0 copies
PSAE.0521.00003,1,1 copies
PSAE.0521.00322,1,1 copies
PSAE.0521.00118,0,0 copies
PSAE.0521.00278,0,0 copies
PSAE.0521.00025,1,1 copies
PSAE.0521.00009,0,0 copies
PSAE.0521.00216,1,1 copies
PSAE.0521.00111,1,1 copies
PSAE.0521.00102,1,1 copies
PSAE.0521.00222,0,0 copies
PSAE.0521.00250,0,0 copies
PSAE.0521.00055,1,1 copies
PSAE.0521.00150,0,0 copies
PSAE.0521.00154,1,1 copies
PSAE.0521.00284,0,0 copies
PSAE.0521.00079,0,0 copies
PSAE.0521.00190,0,0 copies
PSAE.0521.00120,0,0 copies
PSAE.0521.00033,1,1 copies
PSAE.0521.00290,1,1 copies
PSAE.0521.00263,1,1 copies
PSAE.0521.00196,0,0 copies
PSAE.0521.00243,0,0 copies
PSAE.0521.00123,0,0 copies
PSAE.0521.00011,0,0 copies
PSAE.0521.00226,0,0 copies
PSAE.0521.00262,0,0 copies
PSAE.0521.00178,0,0 copies
PSAE.0521.00283,0,0 copies
PSAE.0521.00070,0,0 copies
PSAE.0521.00095,1,1 copies
PSAE.0521.00253,1,1 copies
PSAE.0521.00169,0,0 copies
PSAE.0521.00170,0,0 copies
PSAE.0521.00206,0,0 copies
PSAE.0521.00293,1,1 copies
PSAE.0521.00161,0,0 copies
PSAE.0521.00212,1,1 copies
PSAE.0521.00125,0,0 copies
PSAE.0521.00242,1,1 copies
PSAE.0521.00008,0,0 copies
PSAE.0521.00237,1,1 copies
PSAE.0521.00105,1,1 copies
PSAE.0521.00158,0,0 copies
PSAE.0521.00114,1,1 copies
PSAE.0521.00257,1,1 copies
PSAE.0521.00249,0,0 copies
PSAE.0521.00294,1,1 copies
PSAE.0521.00046,0,0 copies
PSAE.0521.00319,0,0 copies
PSAE.0521.00032,1,1 copies
PSAE.0521.00295,1,1 copies
PSAE.0521.00126,0,0 copies
PSAE.0521.00116,0,0 copies
PSAE.0521.00151,0,0 copies
PSAE.0521.00080,1,1 copies
PSAE.0521.00179,0,0 copies
PSAE.0521.00244,0,0 copies
PSAE.0521.00191,0,0 copies
PSAE.0521.00136,0,0 copies
PSAE.0521.00223,0,0 copies
PSAE.0521.00088,1,1 copies
PSAE.0521.00325,1,1 copies
PSAE.0521.00152,0,0 copies
PSAE.0521.00137,0,0 copies
PSAE.0521.00320,0,0 copies
PSAE.0521.00239,1,1 copies
PSAE.0521.00299,0,0 copies
PSAE.0521.00207,0,0 copies
PSAE.0521.00326,0,0 copies
PSAE.0521.00307,1,1 copies
PSAE.0521.00297,0,0 copies
PSAE.0521.00292,1,1 copies
PSAE.0521.00035,1,1 copies
PSAE.0521.00064,0,0 copies
PSAE.0521.00276,0,0 copies
PSAE.0521.00180,1,1 copies
PSAE.0521.00240,0,0 copies
PSAE.0521.00254,1,1 copies
PSAE.0521.00241,1,1 copies
PSAE.0521.00312,0,0 copies
PSAE.0521.00247,0,0 copies
PSAE.0521.00043,1,1 copies
PSAE.0521.00232,1,1 copies
PSAE.0521.00173,1,1 copies
PSAE.0521.00093,0,0 copies
PSAE.0521.00037,0,0 copies
