num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
1,218,218,218,1,218,0,219,1
2,219,219,219,0,219,0,219,1
3,53,53,52,167,51,1,219,2
4,219,219,219,0,219,0,219,1
5,219,219,219,0,219,0,219,1
6,219,219,219,0,219,0,219,1
7,219,219,219,0,219,0,219,1
8,218,218,218,1,218,0,219,1
9,216,216,215,4,214,1,219,2
10,38,38,38,181,38,0,219,1
11,218,218,218,1,218,0,219,1
12,46,46,45,174,44,1,219,2
13,36,36,36,183,36,0,219,1
14,114,114,113,106,112,1,219,2
15,219,219,219,0,219,0,219,1
16,208,208,208,11,208,0,219,1
17,219,219,219,0,219,0,219,1
18,219,219,219,0,219,0,219,1
19,219,219,219,0,219,0,219,1
20,219,219,219,0,219,0,219,1
21,219,219,219,0,219,0,219,1
22,219,219,219,0,219,0,219,1
23,219,219,219,0,219,0,219,1
24,219,219,219,0,219,0,219,1
25,219,219,219,0,219,0,219,1
26,219,219,219,0,219,0,219,1
27,219,219,219,0,219,0,219,1
28,218,218,218,1,218,0,219,1
29,219,219,219,0,219,0,219,1
30,203,203,203,16,203,0,219,1
31,213,213,213,6,213,0,219,1
32,219,219,219,0,219,0,219,1
33,219,219,219,0,219,0,219,1
34,218,218,218,1,218,0,219,1
35,219,219,219,0,219,0,219,1
36,217,217,217,2,217,0,219,1
37,219,219,219,0,219,0,219,1
38,216,216,216,3,216,0,219,1
39,219,219,219,0,219,0,219,1
40,38,38,38,181,38,0,219,1
41,219,219,219,0,219,0,219,1
42,219,219,219,0,219,0,219,1
43,219,219,219,0,219,0,219,1
44,35,35,35,184,35,0,219,1
45,115,115,107,112,99,8,219,2
46,218,218,218,1,218,0,219,1
47,219,219,219,0,219,0,219,1
48,219,219,219,0,219,0,219,1
49,150,150,150,69,150,0,219,1
50,219,219,219,0,219,0,219,1
51,23,23,23,196,23,0,219,1
52,220,220,219,0,218,1,219,2
53,201,201,201,18,201,0,219,1
54,1,1,1,218,1,0,219,1
55,58,58,57,162,56,1,219,2
56,8,8,8,211,8,0,219,1
57,46,46,46,173,46,0,219,1
58,1,1,1,218,1,0,219,1
59,1,1,1,218,1,0,219,1
60,1,1,1,218,1,0,219,1
61,36,36,36,183,36,0,219,1
62,8,8,8,211,8,0,219,1
63,6,6,5,214,4,1,219,2
64,16,16,16,203,16,0,219,1
65,7,7,7,212,7,0,219,1
66,3,3,3,216,3,0,219,1
67,11,11,11,208,11,0,219,1
68,1,1,1,218,1,0,219,1
69,6,6,6,213,6,0,219,1
70,8,8,8,211,8,0,219,1
71,15,15,14,205,13,1,219,2
72,7,7,7,212,7,0,219,1
73,22,22,22,197,22,0,219,1
74,9,9,9,210,9,0,219,1
75,5,5,5,214,5,0,219,1
76,1,1,1,218,1,0,219,1
77,1,1,1,218,1,0,219,1
78,1,1,1,218,1,0,219,1
79,81,81,78,141,75,3,219,2
80,219,219,219,0,219,0,219,1
81,4,4,4,215,4,0,219,1
82,6,6,6,213,6,0,219,1
83,13,13,13,206,13,0,219,1
84,1,1,1,218,1,0,219,1
85,1,1,1,218,1,0,219,1
86,11,11,11,208,11,0,219,1
87,3,3,3,216,3,0,219,1
88,1,1,1,218,1,0,219,1
89,3,3,3,216,3,0,219,1
90,9,9,9,210,9,0,219,1
91,1,1,1,218,1,0,219,1
92,3,3,3,216,3,0,219,1
93,7,7,7,212,7,0,219,1
94,8,8,8,211,8,0,219,1
95,1,1,1,218,1,0,219,1
96,1,1,1,218,1,0,219,1
97,5,5,5,214,5,0,219,1
98,11,11,11,208,11,0,219,1
99,6,6,6,213,6,0,219,1
100,3,3,3,216,3,0,219,1
101,4,4,4,215,4,0,219,1
102,2,2,2,217,2,0,219,1
103,2,2,2,217,2,0,219,1
104,11,11,11,208,11,0,219,1
105,210,210,210,9,210,0,219,1
106,6,6,6,213,6,0,219,1
107,1,1,1,218,1,0,219,1
108,1,1,1,218,1,0,219,1
109,55,55,55,164,55,0,219,1
110,219,219,219,0,219,0,219,1
111,1,1,1,218,1,0,219,1
112,1,1,1,218,1,0,219,1
113,3,3,3,216,3,0,219,1
114,3,3,3,216,3,0,219,1
115,3,3,3,216,3,0,219,1
116,76,76,74,145,72,2,219,2
117,1,1,1,218,1,0,219,1
118,2,2,2,217,2,0,219,1
119,1,1,1,218,1,0,219,1
120,2,2,2,217,2,0,219,1
121,1,1,1,218,1,0,219,1
122,1,1,1,218,1,0,219,1
123,1,1,1,218,1,0,219,1
124,1,1,1,218,1,0,219,1
125,3,3,3,216,3,0,219,1
126,4,4,4,215,4,0,219,1
127,1,1,1,218,1,0,219,1
128,1,1,1,218,1,0,219,1
129,219,219,219,0,219,0,219,1
130,3,3,3,216,3,0,219,1
131,217,217,217,2,217,0,219,1
132,1,1,1,218,1,0,219,1
133,1,1,1,218,1,0,219,1
134,219,219,219,0,219,0,219,1
135,1,1,1,218,1,0,219,1
136,3,3,3,216,3,0,219,1
137,2,2,2,217,2,0,219,1
138,1,1,1,218,1,0,219,1
139,2,2,2,217,2,0,219,1
140,2,2,2,217,2,0,219,1
141,1,1,1,218,1,0,219,1
142,1,1,1,218,1,0,219,1
143,1,1,1,218,1,0,219,1
144,1,1,1,218,1,0,219,1
145,5,5,5,214,5,0,219,1
146,1,1,1,218,1,0,219,1
147,3,3,2,217,1,1,219,2
148,3,3,3,216,3,0,219,1
149,217,217,217,2,217,0,219,1
150,2,2,2,217,2,0,219,1
151,2,2,2,217,2,0,219,1
152,2,2,2,217,2,0,219,1
153,1,1,1,218,1,0,219,1
154,1,1,1,218,1,0,219,1
155,2,2,2,217,2,0,219,1
156,1,1,1,218,1,0,219,1
157,2,2,2,217,2,0,219,1
158,1,1,1,218,1,0,219,1
159,1,1,1,218,1,0,219,1
160,1,1,1,218,1,0,219,1
161,1,1,1,218,1,0,219,1
162,1,1,1,218,1,0,219,1
163,1,1,1,218,1,0,219,1
164,1,1,1,218,1,0,219,1
165,1,1,1,218,1,0,219,1
166,1,1,1,218,1,0,219,1
167,1,1,1,218,1,0,219,1
168,1,1,1,218,1,0,219,1
169,1,1,1,218,1,0,219,1
170,1,1,1,218,1,0,219,1
171,2,2,2,217,2,0,219,1
172,2,2,2,217,2,0,219,1
173,1,1,1,218,1,0,219,1
174,1,1,1,218,1,0,219,1
175,2,2,2,217,2,0,219,1
176,1,1,1,218,1,0,219,1
177,1,1,1,218,1,0,219,1
178,2,2,2,217,2,0,219,1
179,38,38,37,182,36,1,219,2
180,217,217,217,2,217,0,219,1
181,219,219,218,1,217,1,219,2
182,219,219,219,0,219,0,219,1
183,54,54,54,165,54,0,219,1
184,15,15,13,206,11,2,219,2
185,219,219,219,0,219,0,219,1
186,217,217,217,2,217,0,219,1
187,218,218,218,1,218,0,219,1
188,219,219,219,0,219,0,219,1
189,219,219,219,0,219,0,219,1
190,219,219,219,0,219,0,219,1
191,219,219,219,0,219,0,219,1
192,219,219,219,0,219,0,219,1
193,18,18,18,201,18,0,219,1
194,76,76,74,145,72,2,219,2
195,219,219,219,0,219,0,219,1
196,219,219,219,0,219,0,219,1
