strain,character_state,character_state_annotation
STPY.0321.00014,0,0 copies
STPY.0321.00154,0,0 copies
STPY.0321.00018,6,6 copies
STPY.0321.00090,0,0 copies
STPY.0321.00054,0,0 copies
STPY.0321.00204,0,0 copies
STPY.0321.00203,2,2 copies
STPY.0321.00017,4,4 copies
STPY.0321.00056,0,0 copies
STPY.0321.00075,0,0 copies
STPY.0321.00051,0,0 copies
STPY.0321.00028,0,0 copies
STPY.0321.00023,0,0 copies
STPY.0321.00193,0,0 copies
STPY.0321.00096,1,1 copies
STPY.0321.00199,0,0 copies
STPY.0321.00202,0,0 copies
STPY.0321.00009,0,0 copies
STPY.0321.00159,6,6 copies
STPY.0321.00049,0,0 copies
STPY.0321.00141,0,0 copies
STPY.0321.00081,2,2 copies
STPY.0321.00029,1,1 copies
STPY.0321.00214,1,1 copies
STPY.0321.00175,1,1 copies
STPY.0321.00021,0,0 copies
STPY.0321.00138,2,2 copies
STPY.0321.00102,2,2 copies
STPY.0321.00112,0,0 copies
STPY.0321.00200,3,3 copies
STPY.0321.00117,1,1 copies
STPY.0321.00053,0,0 copies
STPY.0321.00005,0,0 copies
STPY.0321.00094,1,1 copies
STPY.0321.00153,1,1 copies
STPY.0321.00064,2,2 copies
STPY.0321.00103,0,0 copies
STPY.0321.00135,1,1 copies
STPY.0321.00148,2,2 copies
STPY.0321.00071,0,0 copies
STPY.0321.00044,0,0 copies
STPY.0321.00171,1,1 copies
STPY.0321.00046,0,0 copies
STPY.0321.00201,1,1 copies
STPY.0321.00162,0,0 copies
STPY.0321.00113,0,0 copies
STPY.0321.00019,0,0 copies
STPY.0321.00157,1,1 copies
STPY.0321.00035,1,1 copies
STPY.0321.00206,2,2 copies
STPY.0321.00163,0,0 copies
STPY.0321.00061,1,1 copies
STPY.0321.00025,1,1 copies
STPY.0321.00108,0,0 copies
STPY.0321.00087,0,0 copies
STPY.0321.00161,2,2 copies
STPY.0321.00114,0,0 copies
STPY.0321.00095,1,1 copies
STPY.0321.00119,0,0 copies
STPY.0321.00189,0,0 copies
STPY.0321.00186,1,1 copies
STPY.0321.00109,1,1 copies
STPY.0321.00002,1,1 copies
STPY.0321.00158,1,1 copies
STPY.0321.00145,1,1 copies
STPY.0321.00040,2,2 copies
STPY.0321.00190,0,0 copies
STPY.0321.00076,0,0 copies
STPY.0321.00045,0,0 copies
STPY.0321.00133,1,1 copies
STPY.0321.00022,0,0 copies
STPY.0321.00198,0,0 copies
STPY.0321.00191,0,0 copies
STPY.0321.00100,0,0 copies
STPY.0321.00052,0,0 copies
STPY.0321.00059,0,0 copies
STPY.0321.00041,0,0 copies
STPY.0321.00050,0,0 copies
STPY.0321.00072,0,0 copies
