block,species,chr,chr_beg,chr_end,orientation
281,CP009001,1,5095860,5123512,+
281,CP009019,1,5097472,5125124,+
281,CP009010,1,5097158,5124810,+
281,CP009016,1,5097474,5125126,+
281,CP003778,1,5293848,5321499,+
281,CP009013,1,5097138,5124790,+
281,CM007622,1,2964869,2992521,+
281,CP008998,1,5097179,5124831,+
281,CP009031,1,5293496,5321148,+
281,CM007619,1,2076552,2104203,-
281,CP009022,1,5147834,5175486,+
281,CP009028,1,5147900,5175552,+
281,CP011827,1,5097076,5124728,+
281,CP009007,1,5147899,5175551,+
281,CP009034,1,5293496,5321148,+
281,CP009025,1,5147898,5175550,+
281,LN590509,1,4946867,4974519,+
281,CP023285,1,75314,102966,+
281,CP020889,1,2159131,2186843,+
281,CP009037,1,5293489,5321141,+
281,LN606820,1,5100250,5127902,+
281,CP020885,1,4507832,4535484,+
281,CP018847,1,353782,381433,-
281,CP018854,1,285066,312718,+
281,AE008923,1,5147902,5175554,+
281,CP009004,1,5097194,5124846,+
281,CP008995,1,5147906,5175558,+
281,CP018850,1,2954863,2982515,+
281,CP009040,1,5293419,5321071,+
281,CP018858,1,3649899,3677550,-
281,CP020882,1,538486,566197,-
281,CP008989,1,5096012,5123664,+
281,CP008992,1,5096158,5123810,+
281,CP006857,1,5147893,5175545,+
280,CP009001,1,5066396,5095738,+
280,CP009019,1,5068008,5097350,+
280,CP009010,1,5067694,5097036,+
280,CP009016,1,5068010,5097352,+
280,CP003778,1,5264384,5293726,+
280,CP009013,1,5067674,5097016,+
280,CM007622,1,2935516,2964747,+
280,CP008998,1,5067715,5097057,+
280,CP009031,1,5264032,5293374,+
280,CM007619,1,2104325,2133668,-
280,CP009022,1,5118370,5147712,+
280,CP009028,1,5118436,5147778,+
280,CP011827,1,5067612,5096954,+
280,CP009007,1,5118435,5147777,+
280,CP009034,1,5264032,5293374,+
280,CP009025,1,5118434,5147776,+
280,LN590509,1,4917434,4946745,+
280,CP023285,1,45850,75192,+
280,CP020889,1,2129667,2159009,+
280,CP009037,1,5264025,5293367,+
280,LN606820,1,5070786,5100128,+
280,CP020885,1,4478368,4507710,+
280,CP018847,1,381555,410898,-
280,CP018854,1,255603,284944,+
280,AE008923,1,5118438,5147780,+
280,CP009004,1,5067730,5097072,+
280,CP008995,1,5118442,5147784,+
280,CP018850,1,2925399,2954741,+
280,CP009040,1,5263955,5293297,+
280,CP018858,1,3677672,3707014,-
280,CP020882,1,566319,595662,-
280,CP008989,1,5066548,5095890,+
280,CP008992,1,5066694,5096036,+
280,CP006857,1,5118429,5147771,+
279,CP009001,1,5058749,5064821,+
279,CP009019,1,5060361,5066433,+
279,CP009010,1,5060047,5066119,+
279,CP009016,1,5060363,5066435,+
279,CP003778,1,5256737,5262809,+
279,CP009013,1,5060027,5066099,+
279,CM007622,1,2929229,2935289,+
279,CP008998,1,5060070,5066142,+
279,CP009031,1,5256385,5262457,+
279,CM007619,1,2133895,2139955,-
279,CP009022,1,5110723,5116795,+
279,CP009028,1,5110789,5116861,+
279,CP011827,1,5059959,5066019,+
279,CP009007,1,5110788,5116860,+
279,CP009034,1,5256385,5262457,+
279,CP009025,1,5110787,5116859,+
279,LN590509,1,182614,188687,-
279,CP023285,1,39563,45623,+
279,CP020889,1,2123423,2129440,+
279,CP009037,1,5256378,5262450,+
279,LN606820,1,5063139,5069198,+
279,CP020885,1,4469201,4475272,+
279,CP018847,1,411125,417185,-
279,CP018854,1,249316,255376,+
279,AE008923,1,5110791,5116863,+
279,CP009004,1,5060083,5066155,+
279,CP008995,1,5110795,5116867,+
279,CP018850,1,2917752,2923824,+
279,CP009040,1,5256308,5262380,+
279,CP018858,1,3707241,3713301,-
279,CP020882,1,595889,601905,-
279,CP008989,1,5058901,5064973,+
279,CP008992,1,5059047,5065119,+
279,CP006857,1,5110782,5116854,+
278,CP009001,1,5019235,5055563,+
278,CP009019,1,5020847,5057175,+
278,CP009010,1,5020540,5056861,+
278,CP009016,1,5020849,5057177,+
278,CP003778,1,5217212,5253549,+
278,CP009013,1,5020522,5056843,+
278,CM007622,1,2889738,2926066,+
278,CP008998,1,5020556,5056884,+
278,CP009031,1,5216859,5253197,+
278,CM007619,1,2143117,2179445,-
278,CP009022,1,5071208,5107537,+
278,CP009028,1,5071274,5107603,+
278,CP011827,1,5020451,5056773,+
278,CP009007,1,5071273,5107602,+
278,CP009034,1,5216859,5253197,+
278,CP009025,1,5071272,5107601,+
278,LN590509,1,4879976,4916383,+
278,CP023285,1,33,36377,+
278,CP020889,1,2083201,2119558,+
278,CP009037,1,5216852,5253190,+
278,LN606820,1,5025897,5062272,+
278,CP020885,1,4428538,4464678,+
278,CP018847,1,421730,458057,-
278,CP018854,1,208435,244770,+
278,AE008923,1,5071276,5107605,+
278,CP009004,1,5020569,5056897,+
278,CP008995,1,5071280,5107609,+
278,CP018850,1,2878238,2914566,+
278,CP009040,1,5216782,5253120,+
278,CP018858,1,3717846,3754173,-
278,CP020882,1,605770,642127,-
278,CP008989,1,5019481,5055809,+
278,CP008992,1,5019627,5055955,+
278,CP006857,1,5071267,5107596,+
277,CP009001,1,5008981,5013588,+
277,CP009019,1,5010593,5015200,+
277,CP009010,1,5010286,5014893,+
277,CP009016,1,5010595,5015202,+
277,CP003778,1,461140,465763,-
277,CP009013,1,5010268,5014875,+
277,CM007622,1,2879484,2884091,+
277,CP008998,1,5010302,5014909,+
277,CP009031,1,461143,465766,-
277,CM007619,1,2185092,2189700,-
277,CP009022,1,5060954,5065561,+
277,CP009028,1,5061020,5065627,+
277,CP011827,1,5010197,5014804,+
277,CP009007,1,5061019,5065626,+
277,CP009034,1,461141,465764,-
277,CP009025,1,5061018,5065625,+
277,LN590509,1,4869722,4874329,+
277,CP023285,1,5144267,5148873,+
277,CP020889,1,2655894,2660517,-
277,CP009037,1,461142,465765,-
277,LN606820,1,5015643,5020250,+
277,CP020885,1,4418278,4422891,+
277,CP018847,1,463704,468312,-
277,CP018854,1,198181,202788,+
277,AE008923,1,5061022,5065629,+
277,CP009004,1,5010315,5014922,+
277,CP008995,1,5061026,5065633,+
277,CP018850,1,2867984,2872591,+
277,CP009040,1,461092,465715,-
277,CP018858,1,3759820,3764428,-
277,CP020882,1,64807,69429,+
277,CP008989,1,5009227,5013834,+
277,CP008992,1,5009373,5013980,+
277,CP006857,1,5061013,5065620,+
276,CP009001,1,4998781,5008303,+
276,CP009019,1,5000393,5009915,+
276,CP009010,1,5000086,5009608,+
276,CP009016,1,5000395,5009917,+
276,CP003778,1,466441,475964,-
276,CP009013,1,5000068,5009590,+
276,CM007622,1,2869284,2878806,+
276,CP008998,1,5000102,5009624,+
276,CP009031,1,466444,475966,-
276,CM007619,1,2190378,2199899,-
276,CP009022,1,5050754,5060276,+
276,CP009028,1,5050820,5060342,+
276,CP011827,1,4999997,5009519,+
