strain,character_state,character_state_annotation
BUMA.0721.00003,1,complex break of adjacency
BUMA.0721.00026,3,inversion between 126h-169h and 117h-118t
BUMA.0721.00005,0,adjacency exists
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00027,4,inversion between 126h-169h and 130t-170t
BUMA.0721.00016,4,inversion between 126h-169h and 130t-170t
BUMA.0721.00032,0,adjacency exists
BUMA.0721.00028,1,complex break of adjacency
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00004,0,adjacency exists
BUMA.0721.00019,0,adjacency exists
BUMA.0721.00012,1,complex break of adjacency
BUMA.0721.00002,4,inversion between 126h-169h and 130t-170t
BUMA.0721.00030,3,inversion between 126h-169h and 117h-118t
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00006,1,complex break of adjacency
BUMA.0721.00018,0,adjacency exists
BUMA.0721.00010,4,inversion between 126h-169h and 130t-170t
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,0,adjacency exists
BUMA.0721.00007,0,adjacency exists
BUMA.0721.00008,3,inversion between 126h-169h and 117h-118t
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00023,4,inversion between 126h-169h and 130t-170t
BUMA.0721.00001,4,inversion between 126h-169h and 130t-170t
BUMA.0721.00009,4,inversion between 126h-169h and 130t-170t
BUMA.0721.00011,5,inversion between 126h-169h and 130t-133t
BUMA.0721.00029,4,inversion between 126h-169h and 130t-170t
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00024,0,adjacency exists
