strain,character_state,character_state_annotation
BUMA.0721.00003,1,complex break of adjacency
BUMA.0721.00026,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00005,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00027,0,adjacency exists
BUMA.0721.00016,0,adjacency exists
BUMA.0721.00032,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00028,1,complex break of adjacency
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00004,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00019,0,adjacency exists
BUMA.0721.00012,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00002,0,adjacency exists
BUMA.0721.00030,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00006,1,complex break of adjacency
BUMA.0721.00018,0,adjacency exists
BUMA.0721.00010,0,adjacency exists
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00007,1,complex break of adjacency
BUMA.0721.00008,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00023,0,adjacency exists
BUMA.0721.00001,0,adjacency exists
BUMA.0721.00009,3,inversion between 190h-191t and 182h-183t
BUMA.0721.00011,0,adjacency exists
BUMA.0721.00029,0,adjacency exists
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00024,0,adjacency exists
