strain,character_state,character_state_annotation
BUMA.0721.00003,0,adjacency exists
BUMA.0721.00026,0,adjacency exists
BUMA.0721.00005,3,inversion between 164h-166t and 115t-114h
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00027,4,inversion between 164h-166t and 171t-170h
BUMA.0721.00016,4,inversion between 164h-166t and 171t-170h
BUMA.0721.00032,5,inversion between 164h-166t and 130t-170t
BUMA.0721.00028,0,adjacency exists
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00004,3,inversion between 164h-166t and 115t-114h
BUMA.0721.00019,0,adjacency exists
BUMA.0721.00012,0,adjacency exists
BUMA.0721.00002,0,adjacency exists
BUMA.0721.00030,0,adjacency exists
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00006,0,adjacency exists
BUMA.0721.00018,0,adjacency exists
BUMA.0721.00010,0,adjacency exists
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,5,inversion between 164h-166t and 130t-170t
BUMA.0721.00007,0,adjacency exists
BUMA.0721.00008,6,inversion between 164h-166t and 182t-181h
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00023,4,inversion between 164h-166t and 171t-170h
BUMA.0721.00001,4,inversion between 164h-166t and 171t-170h
BUMA.0721.00009,0,adjacency exists
BUMA.0721.00011,7,inversion between 164h-166t and 134h-135t
BUMA.0721.00029,4,inversion between 164h-166t and 171t-170h
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00024,0,adjacency exists
