strain,character_state,character_state_annotation
BUMA.0721.00003,3,inversion between 154h-168t and 150h-151t
BUMA.0721.00026,0,adjacency exists
BUMA.0721.00005,0,adjacency exists
BUMA.0721.00020,0,adjacency exists
BUMA.0721.00027,4,inversion between 154h-168t and 155t-176h
BUMA.0721.00016,4,inversion between 154h-168t and 155t-176h
BUMA.0721.00032,5,inversion between 154h-168t and 133t-139t
BUMA.0721.00028,0,adjacency exists
BUMA.0721.00017,0,adjacency exists
BUMA.0721.00004,0,adjacency exists
BUMA.0721.00019,0,adjacency exists
BUMA.0721.00012,0,adjacency exists
BUMA.0721.00002,6,inversion between 154h-168t and 155t-167h
BUMA.0721.00030,0,adjacency exists
BUMA.0721.00022,0,adjacency exists
BUMA.0721.00014,0,adjacency exists
BUMA.0721.00025,0,adjacency exists
BUMA.0721.00006,1,complex break of adjacency
BUMA.0721.00018,0,adjacency exists
BUMA.0721.00010,6,inversion between 154h-168t and 155t-167h
BUMA.0721.00013,0,adjacency exists
BUMA.0721.00031,5,inversion between 154h-168t and 133t-139t
BUMA.0721.00007,0,adjacency exists
BUMA.0721.00008,0,adjacency exists
BUMA.0721.00015,0,adjacency exists
BUMA.0721.00023,4,inversion between 154h-168t and 155t-176h
BUMA.0721.00001,4,inversion between 154h-168t and 155t-176h
BUMA.0721.00009,2,some block is not presented
BUMA.0721.00011,6,inversion between 154h-168t and 155t-167h
BUMA.0721.00029,4,inversion between 154h-168t and 155t-176h
BUMA.0721.00021,0,adjacency exists
BUMA.0721.00024,0,adjacency exists
