strain,character_state,character_state_annotation
LEPN.0521.00011,2,2 copies
LEPN.0521.00021,2,2 copies
LEPN.0521.00008,2,2 copies
LEPN.0521.00012,2,2 copies
LEPN.0521.00019,0,0 copies
LEPN.0521.00015,2,2 copies
LEPN.0521.00006,2,2 copies
LEPN.0521.00003,0,0 copies
LEPN.0521.00013,2,2 copies
LEPN.0521.00014,2,2 copies
LEPN.0521.00020,2,2 copies
LEPN.0521.00002,2,2 copies
LEPN.0521.00004,0,0 copies
LEPN.0521.00010,2,2 copies
LEPN.0521.00018,1,1 copies
LEPN.0521.00005,5,5 copies
LEPN.0521.00001,0,0 copies
LEPN.0521.00017,2,2 copies
LEPN.0521.00016,0,0 copies
LEPN.0521.00009,2,2 copies
LEPN.0521.00007,2,2 copies
LEPN.0521.00022,1,1 copies
