strain,character_state,character_state_annotation
STPY.0321.00116,7,7 copies
STPY.0321.00157,6,6 copies
STPY.0321.00163,6,6 copies
STPY.0321.00004,5,5 copies
STPY.0321.00104,6,6 copies
STPY.0321.00135,6,6 copies
STPY.0321.00171,6,6 copies
STPY.0321.00100,6,6 copies
STPY.0321.00186,5,5 copies
STPY.0321.00110,6,6 copies
STPY.0321.00026,6,6 copies
STPY.0321.00131,5,5 copies
STPY.0321.00194,6,6 copies
STPY.0321.00149,6,6 copies
STPY.0321.00087,6,6 copies
STPY.0321.00213,5,5 copies
STPY.0321.00185,6,6 copies
STPY.0321.00177,6,6 copies
STPY.0321.00214,6,6 copies
STPY.0321.00184,6,6 copies
STPY.0321.00097,6,6 copies
STPY.0321.00036,6,6 copies
STPY.0321.00080,6,6 copies
STPY.0321.00088,6,6 copies
STPY.0321.00025,5,5 copies
STPY.0321.00208,5,5 copies
STPY.0321.00090,6,6 copies
STPY.0321.00099,6,6 copies
STPY.0321.00147,6,6 copies
STPY.0321.00105,5,5 copies
STPY.0321.00161,6,6 copies
STPY.0321.00029,6,6 copies
STPY.0321.00115,8,8 copies
STPY.0321.00034,6,6 copies
STPY.0321.00035,6,6 copies
STPY.0321.00089,6,6 copies
STPY.0321.00111,6,6 copies
STPY.0321.00195,6,6 copies
STPY.0321.00101,6,6 copies
STPY.0321.00102,6,6 copies
STPY.0321.00201,6,6 copies
STPY.0321.00188,6,6 copies
STPY.0321.00127,6,6 copies
STPY.0321.00168,6,6 copies
STPY.0321.00180,6,6 copies
STPY.0321.00028,6,6 copies
STPY.0321.00218,6,6 copies
STPY.0321.00038,6,6 copies
STPY.0321.00084,6,6 copies
STPY.0321.00209,5,5 copies
STPY.0321.00117,6,6 copies
STPY.0321.00098,5,5 copies
