strain,character_state,character_state_annotation
YEPE.0221.00026,3,3 copies
YEPE.0221.00055,4,4 copies
YEPE.0221.00041,4,4 copies
YEPE.0221.00053,4,4 copies
YEPE.0221.00015,5,5 copies
YEPE.0221.00034,0,0 copies
YEPE.0221.00021,2,2 copies
YEPE.0221.00012,5,5 copies
YEPE.0221.00027,1,1 copies
YEPE.0221.00017,2,2 copies
YEPE.0221.00048,8,8 copies
YEPE.0221.00056,5,5 copies
YEPE.0221.00014,5,5 copies
YEPE.0221.00047,4,4 copies
YEPE.0221.00046,4,4 copies
YEPE.0221.00031,0,0 copies
YEPE.0221.00040,8,8 copies
YEPE.0221.00054,4,4 copies
YEPE.0221.00019,1,1 copies
YEPE.0221.00049,1,1 copies
YEPE.0221.00016,2,2 copies
YEPE.0221.00045,6,6 copies
YEPE.0221.00042,4,4 copies
YEPE.0221.00033,4,4 copies
YEPE.0221.00037,3,3 copies
YEPE.0221.00022,4,4 copies
YEPE.0221.00051,0,0 copies
YEPE.0221.00052,6,6 copies
YEPE.0221.00002,7,7 copies
YEPE.0221.00001,5,5 copies
YEPE.0221.00029,0,0 copies
YEPE.0221.00024,4,4 copies
YEPE.0221.00003,4,4 copies
YEPE.0221.00020,2,2 copies
YEPE.0221.00005,1,1 copies
YEPE.0221.00006,3,3 copies
YEPE.0221.00044,2,2 copies
YEPE.0221.00043,5,5 copies
YEPE.0221.00038,2,2 copies
YEPE.0221.00013,6,6 copies
YEPE.0221.00036,4,4 copies
YEPE.0221.00018,2,2 copies
YEPE.0221.00025,5,5 copies
YEPE.0221.00039,1,1 copies
YEPE.0221.00057,2,2 copies
YEPE.0221.00008,3,3 copies
YEPE.0221.00032,1,1 copies
YEPE.0221.00058,3,3 copies
YEPE.0221.00004,5,5 copies
YEPE.0221.00028,0,0 copies
YEPE.0221.00010,3,3 copies
YEPE.0221.00007,5,5 copies
YEPE.0221.00011,5,5 copies
YEPE.0221.00009,7,7 copies
YEPE.0221.00050,4,4 copies
YEPE.0221.00023,1,1 copies
YEPE.0221.00035,2,2 copies
YEPE.0221.00030,4,4 copies
