strain,character_state,character_state_annotation
YEPE.0221.00053,4,4 copies
YEPE.0221.00051,0,0 copies
YEPE.0221.00030,2,2 copies
YEPE.0221.00025,3,3 copies
YEPE.0221.00038,3,3 copies
YEPE.0221.00013,2,2 copies
YEPE.0221.00048,9,9 copies
YEPE.0221.00046,6,6 copies
YEPE.0221.00010,7,7 copies
YEPE.0221.00001,3,3 copies
YEPE.0221.00037,5,5 copies
YEPE.0221.00033,2,2 copies
YEPE.0221.00056,3,3 copies
YEPE.0221.00054,4,4 copies
YEPE.0221.00027,0,0 copies
YEPE.0221.00031,0,0 copies
YEPE.0221.00019,0,0 copies
YEPE.0221.00014,5,5 copies
YEPE.0221.00044,3,3 copies
YEPE.0221.00032,0,0 copies
YEPE.0221.00047,3,3 copies
YEPE.0221.00005,0,0 copies
YEPE.0221.00042,0,0 copies
YEPE.0221.00023,0,0 copies
YEPE.0221.00002,4,4 copies
YEPE.0221.00018,3,3 copies
YEPE.0221.00057,3,3 copies
YEPE.0221.00036,3,3 copies
YEPE.0221.00006,3,3 copies
YEPE.0221.00020,0,0 copies
YEPE.0221.00008,3,3 copies
YEPE.0221.00004,5,5 copies
YEPE.0221.00028,0,0 copies
YEPE.0221.00052,6,6 copies
YEPE.0221.00041,3,3 copies
YEPE.0221.00045,9,9 copies
YEPE.0221.00024,5,5 copies
YEPE.0221.00058,7,7 copies
YEPE.0221.00003,4,4 copies
YEPE.0221.00015,3,3 copies
YEPE.0221.00029,0,0 copies
YEPE.0221.00035,4,4 copies
YEPE.0221.00043,6,6 copies
YEPE.0221.00016,6,6 copies
YEPE.0221.00034,1,1 copies
YEPE.0221.00017,0,0 copies
YEPE.0221.00011,7,7 copies
YEPE.0221.00039,1,1 copies
YEPE.0221.00012,4,4 copies
YEPE.0221.00040,8,8 copies
YEPE.0221.00021,2,2 copies
YEPE.0221.00050,6,6 copies
YEPE.0221.00049,2,2 copies
YEPE.0221.00026,5,5 copies
YEPE.0221.00022,7,7 copies
YEPE.0221.00055,4,4 copies
YEPE.0221.00009,5,5 copies
YEPE.0221.00007,4,4 copies
