strain,character_state,character_state_annotation
YEPE.0221.00004,7,7 copies
YEPE.0221.00051,6,6 copies
YEPE.0221.00010,6,6 copies
YEPE.0221.00043,6,6 copies
YEPE.0221.00007,7,7 copies
YEPE.0221.00009,7,7 copies
YEPE.0221.00018,6,6 copies
YEPE.0221.00044,7,7 copies
YEPE.0221.00030,7,7 copies
YEPE.0221.00045,6,6 copies
YEPE.0221.00003,7,7 copies
YEPE.0221.00022,6,6 copies
YEPE.0221.00006,7,7 copies
YEPE.0221.00029,7,7 copies
YEPE.0221.00017,7,7 copies
YEPE.0221.00008,7,7 copies
YEPE.0221.00048,7,7 copies
YEPE.0221.00001,7,7 copies
YEPE.0221.00020,7,7 copies
YEPE.0221.00058,6,6 copies
YEPE.0221.00013,7,7 copies
YEPE.0221.00037,6,6 copies
YEPE.0221.00042,7,7 copies
YEPE.0221.00050,6,6 copies
YEPE.0221.00011,7,7 copies
YEPE.0221.00002,7,7 copies
YEPE.0221.00056,7,7 copies
YEPE.0221.00049,7,7 copies
YEPE.0221.00025,7,7 copies
YEPE.0221.00026,6,6 copies
YEPE.0221.00016,7,7 copies
YEPE.0221.00015,7,7 copies
YEPE.0221.00052,7,7 copies
YEPE.0221.00035,6,6 copies
YEPE.0221.00033,7,7 copies
YEPE.0221.00039,7,7 copies
YEPE.0221.00014,7,7 copies
YEPE.0221.00034,7,7 copies
YEPE.0221.00046,6,6 copies
YEPE.0221.00031,7,7 copies
YEPE.0221.00012,7,7 copies
YEPE.0221.00047,7,7 copies
YEPE.0221.00005,7,7 copies
YEPE.0221.00041,6,6 copies
YEPE.0221.00038,6,6 copies
YEPE.0221.00028,7,7 copies
YEPE.0221.00057,7,7 copies
YEPE.0221.00021,7,7 copies
YEPE.0221.00019,7,7 copies
YEPE.0221.00024,6,6 copies
YEPE.0221.00055,7,7 copies
YEPE.0221.00027,7,7 copies
YEPE.0221.00054,7,7 copies
YEPE.0221.00036,7,7 copies
YEPE.0221.00040,7,7 copies
YEPE.0221.00032,7,7 copies
YEPE.0221.00053,7,7 copies
YEPE.0221.00023,7,7 copies
