id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,96h–97t,57661,0,0,0,0,1,True
2,8h–9t,70283,0,0,0,0,1,True
3,84h–85t,71804,0,0,0,0,1,True
4,83h–84t,3487,0,0,0,0,0,True
5,82h–83t,50036,0,0,0,0,0,True
6,7h–8t,2,0,0,0,0,1,True
7,31h–32t,16029,0,0,0,0,1,True
8,14h–15t,17291,0,0,0,0,1,True
9,12h–13t,18137,0,0,0,0,1,True
10,124h–125t,557,0,0,0,0,0,True
11,123h–124t,7863,0,0,0,0,0,True
12,11h–12t,1,0,0,0,0,1,True
13,110h–111t,58932,0,0,0,0,1,True
14,100t–99h,199,0,0,0,0,1,True
