strain,character_state,character_state_annotation
LIMO.0521.00197,1,1 copies
LIMO.0521.00108,1,1 copies
LIMO.0521.00174,0,0 copies
LIMO.0521.00071,0,0 copies
LIMO.0521.00175,0,0 copies
LIMO.0521.00122,1,1 copies
LIMO.0521.00027,0,0 copies
LIMO.0521.00010,1,1 copies
LIMO.0521.00053,1,1 copies
LIMO.0521.00239,1,1 copies
LIMO.0521.00148,1,1 copies
LIMO.0521.00095,1,1 copies
LIMO.0521.00256,1,1 copies
LIMO.0521.00189,1,1 copies
LIMO.0521.00195,1,1 copies
LIMO.0521.00204,1,1 copies
LIMO.0521.00248,0,0 copies
LIMO.0521.00015,0,0 copies
LIMO.0521.00023,1,1 copies
LIMO.0521.00022,0,0 copies
LIMO.0521.00177,1,1 copies
LIMO.0521.00164,1,1 copies
LIMO.0521.00203,1,1 copies
LIMO.0521.00087,1,1 copies
LIMO.0521.00083,0,0 copies
LIMO.0521.00038,0,0 copies
LIMO.0521.00003,1,1 copies
LIMO.0521.00018,1,1 copies
LIMO.0521.00234,1,1 copies
LIMO.0521.00210,0,0 copies
LIMO.0521.00152,1,1 copies
LIMO.0521.00062,0,0 copies
LIMO.0521.00129,1,1 copies
LIMO.0521.00123,1,1 copies
LIMO.0521.00185,1,1 copies
LIMO.0521.00033,1,1 copies
LIMO.0521.00172,0,0 copies
LIMO.0521.00144,0,0 copies
LIMO.0521.00112,0,0 copies
LIMO.0521.00056,1,1 copies
LIMO.0521.00133,0,0 copies
LIMO.0521.00013,1,1 copies
LIMO.0521.00075,0,0 copies
LIMO.0521.00065,1,1 copies
LIMO.0521.00134,0,0 copies
LIMO.0521.00193,1,1 copies
LIMO.0521.00187,1,1 copies
LIMO.0521.00180,0,0 copies
LIMO.0521.00008,0,0 copies
LIMO.0521.00006,1,1 copies
LIMO.0521.00082,0,0 copies
LIMO.0521.00237,1,1 copies
LIMO.0521.00011,1,1 copies
LIMO.0521.00066,1,1 copies
LIMO.0521.00116,0,0 copies
LIMO.0521.00060,1,1 copies
LIMO.0521.00080,0,0 copies
LIMO.0521.00149,1,1 copies
LIMO.0521.00207,1,1 copies
LIMO.0521.00214,0,0 copies
LIMO.0521.00099,0,0 copies
LIMO.0521.00246,0,0 copies
LIMO.0521.00092,1,1 copies
LIMO.0521.00141,0,0 copies
LIMO.0521.00163,0,0 copies
LIMO.0521.00037,0,0 copies
LIMO.0521.00128,0,0 copies
LIMO.0521.00190,1,1 copies
LIMO.0521.00131,1,1 copies
LIMO.0521.00171,1,1 copies
LIMO.0521.00218,1,1 copies
LIMO.0521.00257,1,1 copies
LIMO.0521.00200,1,1 copies
LIMO.0521.00086,0,0 copies
LIMO.0521.00039,0,0 copies
LIMO.0521.00225,1,1 copies
LIMO.0521.00052,1,1 copies
LIMO.0521.00007,1,1 copies
LIMO.0521.00236,1,1 copies
LIMO.0521.00198,1,1 copies
LIMO.0521.00156,1,1 copies
LIMO.0521.00114,0,0 copies
LIMO.0521.00192,1,1 copies
LIMO.0521.00017,0,0 copies
LIMO.0521.00161,0,0 copies
LIMO.0521.00259,0,0 copies
LIMO.0521.00184,1,1 copies
LIMO.0521.00113,0,0 copies
LIMO.0521.00147,0,0 copies
LIMO.0521.00157,0,0 copies
LIMO.0521.00130,1,1 copies
LIMO.0521.00045,1,1 copies
LIMO.0521.00136,0,0 copies
LIMO.0521.00014,1,1 copies
LIMO.0521.00213,1,1 copies
LIMO.0521.00094,1,1 copies
LIMO.0521.00106,1,1 copies
LIMO.0521.00085,1,1 copies
LIMO.0521.00166,0,0 copies
