to_annotate	gsize	nb_conts	L90
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015336465.1_ASM1533646v1_genomic.fna_prepare-split5N.fna	4616538	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015337645.1_ASM1533764v1_genomic.fna_prepare-split5N.fna	4610990	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015337445.1_ASM1533744v1_genomic.fna_prepare-split5N.fna	4499502	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015336265.1_ASM1533626v1_genomic.fna_prepare-split5N.fna	4644349	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015338205.1_ASM1533820v1_genomic.fna_prepare-split5N.fna	4501826	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015336865.1_ASM1533686v1_genomic.fna_prepare-split5N.fna	4612708	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015336085.1_ASM1533608v1_genomic.fna_prepare-split5N.fna	4604910	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015338045.1_ASM1533804v1_genomic.fna_prepare-split5N.fna	4636566	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015336695.1_ASM1533669v1_genomic.fna_prepare-split5N.fna	4617857	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000590535.2_ASM59053v2_genomic.fna_prepare-split5N.fna	4553687	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015337285.1_ASM1533728v1_genomic.fna_prepare-split5N.fna	4555347	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015337085.1_ASM1533708v1_genomic.fna_prepare-split5N.fna	4481558	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_015337825.1_ASM1533782v1_genomic.fna_prepare-split5N.fna	4612618	1	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000835005.1_ASM83500v1_genomic.fna_prepare-split5N.fna	4472683	2	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000006645.1_ASM664v1_genomic.fna_prepare-split5N.fna	4701745	2	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000018805.1_ASM1880v1_genomic.fna_prepare-split5N.fna	4687014	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000016445.1_ASM1644v1_genomic.fna_prepare-split5N.fna	4725862	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834755.1_ASM83475v1_genomic.fna_prepare-split5N.fna	4674565	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834985.1_ASM83498v1_genomic.fna_prepare-split5N.fna	4738142	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834315.1_ASM83431v1_genomic.fna_prepare-split5N.fna	4728318	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_003798345.1_ASM379834v1_genomic.fna_prepare-split5N.fna	4784489	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000222975.1_ASM22297v1_genomic.fna_prepare-split5N.fna	4658411	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001188695.1_ASM118869v1_genomic.fna_prepare-split5N.fna	4733482	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001293415.1_ASM129341v1_genomic.fna_prepare-split5N.fna	4722852	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_009296005.1_ASM929600v1_genomic.fna_prepare-split5N.fna	4614086	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834775.1_ASM83477v1_genomic.fna_prepare-split5N.fna	4777968	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001188795.1_ASM118879v1_genomic.fna_prepare-split5N.fna	4736090	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001188775.1_ASM118877v1_genomic.fna_prepare-split5N.fna	4735667	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001188755.1_ASM118875v1_genomic.fna_prepare-split5N.fna	4675987	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000013805.1_ASM1380v1_genomic.fna_prepare-split5N.fna	4646286	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001188935.1_ASM118893v1_genomic.fna_prepare-split5N.fna	4736923	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_001188715.1_ASM118871v1_genomic.fna_prepare-split5N.fna	4738644	3	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834275.1_ASM83427v1_genomic.fna_prepare-split5N.fna	4709246	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834925.1_ASM83492v1_genomic.fna_prepare-split5N.fna	4794427	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000022805.1_ASM2280v1_genomic.fna_prepare-split5N.fna	4812922	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_009295925.1_ASM929592v1_genomic.fna_prepare-split5N.fna	4806721	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834495.1_ASM83449v1_genomic.fna_prepare-split5N.fna	4838262	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834235.1_ASM83423v1_genomic.fna_prepare-split5N.fna	4861517	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_000834845.1_ASM83484v1_genomic.fna_prepare-split5N.fna	4674610	4	1
Yersinia_pestis/1-prepare_module/tmp_files/GCF_003798225.1_ASM379822v1_genomic.fna_prepare-split5N.fna	4930959	4	1
