strain,character_state,character_state_annotation
PSAE.0521.00298,2,2 copies
PSAE.0521.00249,2,2 copies
PSAE.0521.00109,2,2 copies
PSAE.0521.00032,2,2 copies
PSAE.0521.00056,2,2 copies
PSAE.0521.00070,2,2 copies
PSAE.0521.00105,2,2 copies
PSAE.0521.00255,2,2 copies
PSAE.0521.00242,2,2 copies
PSAE.0521.00216,2,2 copies
PSAE.0521.00075,2,2 copies
PSAE.0521.00259,2,2 copies
PSAE.0521.00091,2,2 copies
PSAE.0521.00303,2,2 copies
PSAE.0521.00132,2,2 copies
PSAE.0521.00218,2,2 copies
PSAE.0521.00165,2,2 copies
PSAE.0521.00201,2,2 copies
PSAE.0521.00128,2,2 copies
PSAE.0521.00064,2,2 copies
PSAE.0521.00043,2,2 copies
PSAE.0521.00018,2,2 copies
PSAE.0521.00233,2,2 copies
PSAE.0521.00163,2,2 copies
PSAE.0521.00215,2,2 copies
PSAE.0521.00307,2,2 copies
PSAE.0521.00229,2,2 copies
PSAE.0521.00202,2,2 copies
PSAE.0521.00276,2,2 copies
PSAE.0521.00099,2,2 copies
PSAE.0521.00117,2,2 copies
PSAE.0521.00322,2,2 copies
PSAE.0521.00306,2,2 copies
PSAE.0521.00126,2,2 copies
PSAE.0521.00123,2,2 copies
PSAE.0521.00170,2,2 copies
PSAE.0521.00079,2,2 copies
PSAE.0521.00223,2,2 copies
PSAE.0521.00041,2,2 copies
PSAE.0521.00029,2,2 copies
PSAE.0521.00073,2,2 copies
PSAE.0521.00269,2,2 copies
PSAE.0521.00244,2,2 copies
PSAE.0521.00250,2,2 copies
PSAE.0521.00325,2,2 copies
PSAE.0521.00071,2,2 copies
PSAE.0521.00129,2,2 copies
PSAE.0521.00089,2,2 copies
PSAE.0521.00153,2,2 copies
PSAE.0521.00203,2,2 copies
PSAE.0521.00324,2,2 copies
PSAE.0521.00015,2,2 copies
PSAE.0521.00144,2,2 copies
PSAE.0521.00204,2,2 copies
