strain,character_state,character_state_annotation
STPY.0321.00165,0,adjacency exists
STPY.0321.00156,0,adjacency exists
STPY.0321.00067,0,adjacency exists
STPY.0321.00155,3,inversion between 125t-22t and 124h-21h
STPY.0321.00145,0,adjacency exists
STPY.0321.00007,3,inversion between 125t-22t and 124h-21h
STPY.0321.00206,2,some block is not presented
STPY.0321.00093,0,adjacency exists
STPY.0321.00092,0,adjacency exists
STPY.0321.00081,0,adjacency exists
STPY.0321.00217,0,adjacency exists
STPY.0321.00136,3,inversion between 125t-22t and 124h-21h
STPY.0321.00139,1,some complex break of adjacency
STPY.0321.00175,0,adjacency exists
STPY.0321.00215,0,adjacency exists
STPY.0321.00060,0,adjacency exists
STPY.0321.00048,0,adjacency exists
STPY.0321.00064,0,adjacency exists
STPY.0321.00002,0,adjacency exists
STPY.0321.00140,0,adjacency exists
STPY.0321.00216,3,inversion between 125t-22t and 124h-21h
STPY.0321.00148,0,adjacency exists
STPY.0321.00108,3,inversion between 125t-22t and 124h-21h
STPY.0321.00010,0,adjacency exists
STPY.0321.00091,0,adjacency exists
STPY.0321.00030,0,adjacency exists
STPY.0321.00199,0,adjacency exists
STPY.0321.00132,3,inversion between 125t-22t and 124h-21h
STPY.0321.00095,0,adjacency exists
STPY.0321.00181,0,adjacency exists
STPY.0321.00106,0,adjacency exists
STPY.0321.00096,0,adjacency exists
STPY.0321.00162,0,adjacency exists
STPY.0321.00107,3,inversion between 125t-22t and 124h-21h
STPY.0321.00198,3,inversion between 125t-22t and 124h-21h
STPY.0321.00021,3,inversion between 125t-22t and 124h-21h
STPY.0321.00003,3,inversion between 125t-22t and 124h-21h
STPY.0321.00040,2,some block is not presented
STPY.0321.00152,0,adjacency exists
STPY.0321.00057,3,inversion between 125t-22t and 124h-21h
STPY.0321.00013,3,inversion between 125t-22t and 124h-21h
STPY.0321.00061,3,inversion between 125t-22t and 124h-21h
STPY.0321.00167,3,inversion between 125t-22t and 124h-21h
