strain,character_state,character_state_annotation
CP009022,8,8 copies
CP018858,7,7 copies
CP009037,6,6 copies
CP009031,6,6 copies
CP009034,6,6 copies
CP009010,8,8 copies
CP009007,8,8 copies
CP009019,8,8 copies
CM007619,6,6 copies
CP018854,9,9 copies
CP009028,8,8 copies
CP009016,8,8 copies
CP008992,8,8 copies
CP009040,6,6 copies
CP008989,8,8 copies
LN606820,6,6 copies
CP011827,8,8 copies
CP020889,2,2 copies
CP009004,8,8 copies
CP018847,8,8 copies
CP006857,8,8 copies
CP020882,2,2 copies
CP003778,6,6 copies
CP018850,7,7 copies
CP009025,8,8 copies
CP009013,8,8 copies
AE008923,8,8 copies
CP020885,18,18 copies
CP008998,8,8 copies
CP009001,8,8 copies
CP008995,8,8 copies
LN590509,15,15 copies
CP023285,6,6 copies
CM007622,6,6 copies
