block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent,insertions_count,deletions_count
74,0,0.0015727012000000002,1,4,0.78125,False,1,4
73,0,0.0015727012000000002,1,4,0.78125,False,1,4
72,0,0.0015727012000000002,1,4,0.78125,False,1,4
70,1,0.001544101,1,4,0.84375,False,0,4
218,2,0.0015267812000000001,1,4,0.8125,False,0,4
45,3,0.0014412202,1,5,0.71875,False,0,5
32,4,0.0012297167,1,4,0.8125,False,0,4
31,4,0.0012297167,1,4,0.8125,False,0,4
34,5,0.0009170418,2,5,0.625,False,3,2
48,6,0.0008534786999999999,1,4,0.8125,False,0,4
47,6,0.0008534786999999999,1,4,0.8125,False,0,4
46,6,0.0008534786999999999,1,4,0.8125,False,0,4
219,7,0.000834776,1,3,0.875,False,0,3
216,8,0.000780878,1,3,0.90625,False,0,3
87,9,0.0007750416000000001,1,3,0.5625,False,3,0
68,10,0.0007062613,1,4,0.1875,False,0,4
217,8,0.0006831114000000001,1,3,0.875,False,0,3
203,11,0.0005882279999999999,1,3,0.4375,False,1,3
69,1,0.0005189874,1,3,0.875,False,0,3
49,12,0.000514487,1,3,0.875,False,0,3
205,13,0.0004993034,1,3,0.78125,False,0,3
78,14,0.00035339960000000005,1,2,0.9375,False,0,2
86,15,0.00035269280000000005,1,2,0.59375,False,0,2
84,15,0.00035269280000000005,1,2,0.59375,False,0,2
83,15,0.00035269280000000005,1,2,0.59375,False,0,2
148,16,0.0003396156,1,2,0.9375,False,0,2
63,17,0.0003341434,1,3,0.4375,False,1,3
62,17,0.0003341434,1,3,0.4375,False,1,3
85,15,0.00030380950000000005,1,2,0.5625,False,0,2
58,18,0.00030380950000000005,1,2,1.59375,False,0,2
11,19,0.0002914828,1,3,0.6875,False,1,3
10,19,0.0002914828,1,3,0.6875,False,1,3
77,20,0.00028490270000000004,1,2,0.875,False,0,2
76,20,0.00028490270000000004,1,2,0.875,False,0,2
75,20,0.00028490270000000004,1,2,0.875,False,0,2
157,21,0.0002170144,1,2,0.84375,False,0,2
67,22,0.0002144864,1,2,0.9375,False,0,2
202,11,0.000141536,1,2,0.46875,False,1,2
201,11,0.000141536,1,2,0.46875,False,1,2
61,23,0.00010999629999999999,1,2,0.53125,False,1,2
169,24,3.7560899999999995e-05,1,2,0.9375,False,0,2
116,25,3.2348e-06,1,2,1.28125,False,1,2
115,25,3.1994999999999996e-06,1,2,1.25,False,1,2
220,26,0,0,0,0.0625,True,1,0
215,27,0,0,0,1,True,0,0
214,27,0,0,0,1,True,0,0
213,27,0,0,0,1,True,0,0
212,27,0,0,0,1,True,0,0
211,27,0,0,0,1,True,0,0
210,27,0,0,0,1,True,0,0
209,27,0,0,0,1,True,0,0
208,27,0,0,0,1,True,0,0
207,27,0,0,0,1,True,0,0
206,27,0,0,0,1,True,0,0
204,27,0,0,0,1,True,0,0
200,28,0,0,0,0.96875,True,0,1
199,29,0,0,0,1,True,0,0
198,29,0,0,0,1,True,0,0
197,29,0,0,0,1,True,0,0
196,29,0,0,0,1,True,0,0
195,29,0,0,0,1,True,0,0
194,29,0,0,0,1,True,0,0
193,29,0,0,0,1,True,0,0
192,29,0,0,0,1,True,0,0
191,29,0,0,0,1,True,0,0
190,30,0,0,0,0.96875,True,0,1
189,29,0,0,0,1,True,0,0
188,29,0,0,0,1,True,0,0
187,29,0,0,0,1,True,0,0
186,29,0,0,0,1,True,0,0
185,29,0,0,0,1,True,0,0
184,29,0,0,0,1,True,0,0
183,29,0,0,0,1,True,0,0
182,29,0,0,0,1,True,0,0
181,27,0,0,0,1,True,0,0
180,27,0,0,0,1,True,0,0
179,27,0,0,0,1,True,0,0
178,27,0,0,0,1,True,0,0
177,31,0,0,0,1.09375,True,1,0
176,31,0,0,0,1.0625,True,1,0
175,31,0,0,0,1.0625,True,1,0
174,31,0,0,0,1.09375,True,1,0
173,31,0,0,0,1.09375,True,1,0
172,27,0,0,0,1,True,0,0
171,27,0,0,0,1,True,0,0
170,27,0,0,0,1,True,0,0
168,32,0,0,0,1.03125,True,1,1
167,32,0,0,0,1.03125,True,1,1
166,32,0,0,0,1.0625,True,1,1
165,33,0,0,0,1.03125,True,0,0
164,34,0,0,0,1,True,0,0
163,34,0,0,0,1,True,0,0
162,34,0,0,0,1,True,0,0
161,34,0,0,0,1,True,0,0
160,34,0,0,0,1,True,0,0
159,34,0,0,0,1,True,0,0
158,34,0,0,0,1,True,0,0
156,34,0,0,0,1,True,0,0
155,34,0,0,0,1,True,0,0
154,34,0,0,0,1,True,0,0
153,34,0,0,0,1,True,0,0
152,34,0,0,0,1,True,0,0
151,34,0,0,0,1,True,0,0
150,34,0,0,0,1,True,0,0
149,35,0,0,0,1.21875,True,1,0
147,29,0,0,0,1,True,0,0
146,29,0,0,0,1,True,0,0
145,34,0,0,0,1,True,0,0
144,34,0,0,0,1,True,0,0
143,36,0,0,0,1.0625,True,0,0
142,36,0,0,0,1.0625,True,0,0
141,37,0,0,0,1,True,0,0
140,37,0,0,0,1,True,0,0
139,37,0,0,0,1,True,0,0
138,37,0,0,0,1,True,0,0
137,37,0,0,0,1,True,0,0
136,37,0,0,0,1,True,0,0
135,38,0,0,0,0.75,True,0,1
134,39,0,0,0,1.0625,True,0,0
133,39,0,0,0,1.03125,True,0,0
132,37,0,0,0,1,True,0,0
131,34,0,0,0,1,True,0,0
130,37,0,0,0,1,True,0,0
129,37,0,0,0,1,True,0,0
128,37,0,0,0,1,True,0,0
127,37,0,0,0,1,True,0,0
126,37,0,0,0,1,True,0,0
125,37,0,0,0,1,True,0,0
124,37,0,0,0,1,True,0,0
123,37,0,0,0,1,True,0,0
122,37,0,0,0,1,True,0,0
121,37,0,0,0,1,True,0,0
120,37,0,0,0,1,True,0,0
119,37,0,0,0,0.96875,True,0,1
118,37,0,0,0,1,True,0,0
117,37,0,0,0,1,True,0,0
114,34,0,0,0,1,True,0,0
113,37,0,0,0,1,True,0,0
112,37,0,0,0,1,True,0,0
111,37,0,0,0,1,True,0,0
110,37,0,0,0,1,True,0,0
109,37,0,0,0,1,True,0,0
108,37,0,0,0,1,True,0,0
107,37,0,0,0,1,True,0,0
106,37,0,0,0,1,True,0,0
105,37,0,0,0,1,True,0,0
104,37,0,0,0,1,True,0,0
103,34,0,0,0,1,True,0,0
102,34,0,0,0,1,True,0,0
101,34,0,0,0,1,True,0,0
100,34,0,0,0,1,True,0,0
99,29,0,0,0,1,True,0,0
98,29,0,0,0,1,True,0,0
97,27,0,0,0,1,True,0,0
96,27,0,0,0,1,True,0,0
95,27,0,0,0,1,True,0,0
94,27,0,0,0,1,True,0,0
93,27,0,0,0,1,True,0,0
92,27,0,0,0,1,True,0,0
91,27,0,0,0,1,True,0,0
90,27,0,0,0,1,True,0,0
89,27,0,0,0,1,True,0,0
88,27,0,0,0,1,True,0,0
82,40,0,0,0,0.9375,True,0,1
81,41,0,0,0,0.96875,True,0,1
80,41,0,0,0,0.96875,True,0,1
79,41,0,0,0,0.96875,True,0,1
71,22,0,0,0,0.96875,True,0,1
66,42,0,0,0,1,True,0,0
65,42,0,0,0,1,True,0,0
64,42,0,0,0,1,True,0,0
