strain,character_state,character_state_annotation
LEPN.0521.00006,0,0 copies
LEPN.0521.00001,5,5 copies
LEPN.0521.00003,4,4 copies
LEPN.0521.00017,7,7 copies
LEPN.0521.00004,4,4 copies
LEPN.0521.00010,0,0 copies
LEPN.0521.00022,3,3 copies
LEPN.0521.00019,3,3 copies
LEPN.0521.00015,8,8 copies
LEPN.0521.00011,7,7 copies
LEPN.0521.00021,7,7 copies
LEPN.0521.00009,0,0 copies
LEPN.0521.00016,7,7 copies
LEPN.0521.00007,0,0 copies
LEPN.0521.00012,7,7 copies
LEPN.0521.00005,5,5 copies
LEPN.0521.00008,0,0 copies
LEPN.0521.00014,7,7 copies
LEPN.0521.00013,7,7 copies
LEPN.0521.00020,7,7 copies
LEPN.0521.00002,7,7 copies
LEPN.0521.00018,3,3 copies
