strain,character_state,character_state_annotation
YEPE.0221.00038,2,2 copies
YEPE.0221.00053,1,1 copies
YEPE.0221.00040,2,2 copies
YEPE.0221.00002,1,1 copies
YEPE.0221.00029,0,0 copies
YEPE.0221.00035,3,3 copies
YEPE.0221.00049,0,0 copies
YEPE.0221.00031,0,0 copies
YEPE.0221.00026,1,1 copies
YEPE.0221.00058,2,2 copies
YEPE.0221.00028,0,0 copies
YEPE.0221.00042,0,0 copies
YEPE.0221.00011,2,2 copies
YEPE.0221.00050,3,3 copies
YEPE.0221.00037,1,1 copies
YEPE.0221.00024,3,3 copies
YEPE.0221.00008,1,1 copies
YEPE.0221.00021,1,1 copies
YEPE.0221.00032,0,0 copies
YEPE.0221.00016,0,0 copies
YEPE.0221.00043,3,3 copies
YEPE.0221.00030,2,2 copies
YEPE.0221.00048,2,2 copies
YEPE.0221.00055,1,1 copies
YEPE.0221.00045,3,3 copies
YEPE.0221.00046,0,0 copies
YEPE.0221.00012,0,0 copies
YEPE.0221.00003,1,1 copies
YEPE.0221.00014,1,1 copies
YEPE.0221.00007,1,1 copies
YEPE.0221.00010,3,3 copies
YEPE.0221.00013,1,1 copies
YEPE.0221.00005,0,0 copies
YEPE.0221.00017,1,1 copies
YEPE.0221.00020,1,1 copies
YEPE.0221.00054,1,1 copies
YEPE.0221.00034,0,0 copies
YEPE.0221.00004,2,2 copies
YEPE.0221.00027,0,0 copies
YEPE.0221.00052,2,2 copies
YEPE.0221.00051,1,1 copies
YEPE.0221.00015,1,1 copies
YEPE.0221.00025,1,1 copies
YEPE.0221.00033,1,1 copies
YEPE.0221.00044,1,1 copies
YEPE.0221.00019,0,0 copies
YEPE.0221.00001,1,1 copies
YEPE.0221.00047,1,1 copies
YEPE.0221.00056,1,1 copies
YEPE.0221.00022,2,2 copies
YEPE.0221.00009,2,2 copies
YEPE.0221.00006,1,1 copies
YEPE.0221.00036,1,1 copies
YEPE.0221.00023,0,0 copies
YEPE.0221.00041,1,1 copies
YEPE.0221.00039,0,0 copies
YEPE.0221.00057,1,1 copies
YEPE.0221.00018,3,3 copies
