strain,character_state,character_state_annotation
YEPE.0221.00004,0,edge exists
YEPE.0221.00058,0,edge exists
YEPE.0221.00047,3,inversion between 235h-236t and 264h-265t
YEPE.0221.00038,0,edge exists
YEPE.0221.00011,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00028,0,edge exists
YEPE.0221.00018,0,edge exists
YEPE.0221.00015,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00020,0,edge exists
YEPE.0221.00006,0,edge exists
YEPE.0221.00050,0,edge exists
YEPE.0221.00040,0,edge exists
YEPE.0221.00030,0,edge exists
YEPE.0221.00053,0,edge exists
YEPE.0221.00027,0,edge exists
YEPE.0221.00036,0,edge exists
YEPE.0221.00051,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00013,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00007,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00016,1,parallel edge doesn't exist
YEPE.0221.00049,0,edge exists
YEPE.0221.00024,0,edge exists
YEPE.0221.00035,0,edge exists
YEPE.0221.00008,0,edge exists
YEPE.0221.00045,0,edge exists
YEPE.0221.00014,5,inversion between 235h-236t and 247h-248t
YEPE.0221.00003,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00019,0,edge exists
YEPE.0221.00034,0,edge exists
YEPE.0221.00026,0,edge exists
YEPE.0221.00021,0,edge exists
YEPE.0221.00044,3,inversion between 235h-236t and 264h-265t
YEPE.0221.00009,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00017,0,edge exists
YEPE.0221.00057,0,edge exists
YEPE.0221.00002,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00005,6,inversion between 235h-236t and 234h-235t
YEPE.0221.00046,0,edge exists
YEPE.0221.00023,0,edge exists
YEPE.0221.00039,1,parallel edge doesn't exist
YEPE.0221.00029,0,edge exists
YEPE.0221.00012,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00048,0,edge exists
YEPE.0221.00055,0,edge exists
YEPE.0221.00031,6,inversion between 235h-236t and 234h-235t
YEPE.0221.00042,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00041,0,edge exists
YEPE.0221.00052,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00010,0,edge exists
YEPE.0221.00022,0,edge exists
YEPE.0221.00025,4,inversion between 235h-236t and 246h-247t
YEPE.0221.00037,0,edge exists
YEPE.0221.00054,0,edge exists
YEPE.0221.00056,0,edge exists
YEPE.0221.00001,0,edge exists
YEPE.0221.00032,0,edge exists
YEPE.0221.00043,0,edge exists
YEPE.0221.00033,3,inversion between 235h-236t and 264h-265t
