block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
142,0,14.998176535599985,2,40,0.39147286821705424,False
172,1,6.073554092200004,2,22,0.14728682170542637,False
170,2,2.3152578489999995,2,15,0.15503875968992248,False
202,3,1.669254752,2,12,0.23255813953488372,False
177,4,1.3199061162,1,12,0.07364341085271318,False
11,5,1.043777522,1,9,0.7170542635658915,False
178,6,0.8537377308000001,1,7,0.07751937984496124,False
91,7,0.7775510852,1,10,0.05813953488372093,False
176,8,0.3944282822000001,1,5,0.027131782945736434,False
192,9,0.38623529399999995,1,5,0.05813953488372093,False
164,10,0.3484777211,1,4,0.6589147286821705,False
24,11,0.316497527,1,4,0.32945736434108525,False
163,12,0.293555872,1,4,0.7984496124031008,False
174,8,0.2627786668,1,4,0.023255813953488372,False
191,13,0.24882523,2,5,0.04263565891472868,False
59,14,0.177923958,1,3,0.29844961240310075,False
169,15,0.141002829,2,6,0.12015503875968993,False
168,15,0.141002829,2,6,0.12015503875968993,False
185,16,0.13884841180000002,1,3,0.015503875968992248,False
175,8,0.1313851646,1,3,0.01937984496124031,False
171,17,0.12996317500000001,2,7,0.1511627906976744,False
206,18,0.08432850299999999,1,2,0.007751937984496124,False
205,18,0.08432850299999999,1,2,0.007751937984496124,False
16,19,0.07171082,1,2,0.9689922480620154,False
1,20,0.0690873,1,2,0.9457364341085271,False
180,21,0.06618301890000002,2,4,0.01937984496124031,False
167,22,0.06591535040000002,1,2,0.007751937984496124,False
166,22,0.06591535040000002,1,2,0.007751937984496124,False
207,23,0.06495478800000001,1,2,0.007751937984496124,False
187,23,0.063795557,1,2,0.01937984496124031,False
186,23,0.063795557,1,2,0.01937984496124031,False
204,24,0.062796659,1,2,0.015503875968992248,False
215,25,0.062687001,1,2,0.007751937984496124,False
189,26,0.05770260790000001,1,2,0.01937984496124031,False
188,26,0.05770260790000001,1,2,0.01937984496124031,False
173,27,0.053915851,1,2,0.5503875968992248,False
197,28,0.05376236399999999,1,3,0.015503875968992248,False
210,29,0.040950272600000004,1,3,0.011627906976744186,False
209,29,0.040950272600000004,1,3,0.011627906976744186,False
208,29,0.040950272600000004,1,3,0.011627906976744186,False
66,30,0.016804342399999995,1,6,0.03488372093023256,False
65,30,0.016804342399999995,1,6,0.03488372093023256,False
199,31,0.016094038,1,2,0.007751937984496124,False
183,32,0.00963845,1,2,0.03875968992248062,False
165,33,0.0060932569999999995,1,2,0.05813953488372093,False
203,34,0.004810773,1,2,0.03875968992248062,False
181,35,0.0040212768,1,2,0.011627906976744186,False
218,36,0,0,0,0.011627906976744186,True
217,37,0,0,0,0.011627906976744186,True
216,38,0,0,0,0.007751937984496124,True
214,39,0,0,0,0.007751937984496124,True
213,40,0,0,0,0.007751937984496124,True
212,41,0,0,0,0.007751937984496124,True
211,41,0,0,0,0.007751937984496124,True
201,42,0,0,0,0.10465116279069768,True
200,43,0,0,0,0.007751937984496124,True
198,44,0,0,0,0.007751937984496124,True
196,32,0,0,0,0.011627906976744186,True
195,45,0,0,0,0.007751937984496124,True
194,46,0,0,0,0.11627906976744186,True
193,47,0,0,0,0.1511627906976744,True
190,48,0,0,0,0.015503875968992248,True
