strain,character_state,character_state_annotation
BUMA.0521.00028,1,1 copies
BUMA.0521.00015,5,5 copies
BUMA.0521.00013,0,0 copies
BUMA.0521.00008,2,2 copies
BUMA.0521.00031,2,2 copies
BUMA.0521.00019,5,5 copies
BUMA.0521.00022,5,5 copies
BUMA.0521.00029,2,2 copies
BUMA.0521.00020,5,5 copies
BUMA.0521.00024,5,5 copies
BUMA.0521.00026,5,5 copies
BUMA.0521.00027,5,5 copies
BUMA.0521.00012,0,0 copies
BUMA.0521.00030,1,1 copies
BUMA.0521.00009,5,5 copies
BUMA.0521.00010,0,0 copies
BUMA.0521.00005,3,3 copies
BUMA.0521.00017,2,2 copies
BUMA.0521.00011,4,4 copies
BUMA.0521.00001,1,1 copies
BUMA.0521.00007,0,0 copies
BUMA.0521.00032,2,2 copies
BUMA.0521.00018,2,2 copies
BUMA.0521.00016,5,5 copies
BUMA.0521.00021,5,5 copies
BUMA.0521.00014,5,5 copies
BUMA.0521.00025,2,2 copies
BUMA.0521.00023,5,5 copies
BUMA.0521.00006,0,0 copies
BUMA.0521.00003,3,3 copies
BUMA.0521.00004,1,1 copies
BUMA.0521.00002,3,3 copies
