strain,character_state,character_state_annotation
YEPE.0221.00043,3,3 copies
YEPE.0221.00010,3,3 copies
YEPE.0221.00012,1,1 copies
YEPE.0221.00022,3,3 copies
YEPE.0221.00055,3,3 copies
YEPE.0221.00044,1,1 copies
YEPE.0221.00038,3,3 copies
YEPE.0221.00016,4,4 copies
YEPE.0221.00031,4,4 copies
YEPE.0221.00025,1,1 copies
YEPE.0221.00017,2,2 copies
YEPE.0221.00048,3,3 copies
YEPE.0221.00005,3,3 copies
YEPE.0221.00037,3,3 copies
YEPE.0221.00013,1,1 copies
YEPE.0221.00045,3,3 copies
YEPE.0221.00049,3,3 copies
YEPE.0221.00001,1,1 copies
YEPE.0221.00008,3,3 copies
YEPE.0221.00053,3,3 copies
YEPE.0221.00007,1,1 copies
YEPE.0221.00057,1,1 copies
YEPE.0221.00019,4,4 copies
YEPE.0221.00024,3,3 copies
YEPE.0221.00004,3,3 copies
YEPE.0221.00026,3,3 copies
YEPE.0221.00015,1,1 copies
YEPE.0221.00034,5,5 copies
YEPE.0221.00020,2,2 copies
YEPE.0221.00030,1,1 copies
YEPE.0221.00042,1,1 copies
YEPE.0221.00056,1,1 copies
YEPE.0221.00032,4,4 copies
YEPE.0221.00054,1,1 copies
YEPE.0221.00050,3,3 copies
YEPE.0221.00003,1,1 copies
YEPE.0221.00027,4,4 copies
YEPE.0221.00006,4,4 copies
YEPE.0221.00051,1,1 copies
YEPE.0221.00014,0,0 copies
YEPE.0221.00039,4,4 copies
YEPE.0221.00035,3,3 copies
YEPE.0221.00023,4,4 copies
YEPE.0221.00036,3,3 copies
YEPE.0221.00002,1,1 copies
YEPE.0221.00011,1,1 copies
YEPE.0221.00052,1,1 copies
YEPE.0221.00041,1,1 copies
YEPE.0221.00028,4,4 copies
YEPE.0221.00029,4,4 copies
YEPE.0221.00040,3,3 copies
YEPE.0221.00018,3,3 copies
YEPE.0221.00058,3,3 copies
YEPE.0221.00033,1,1 copies
YEPE.0221.00047,1,1 copies
YEPE.0221.00021,4,4 copies
YEPE.0221.00009,1,1 copies
YEPE.0221.00046,3,3 copies
