id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,820h–821t,3250,0.006715573000000001,1,3,0.0144856246,5,False
2,823h–825t,3237,0.006715573000000001,1,3,0.0144505306,5,False
3,346h–407t,100211,0.003342311,2,4,0.018187225500000005,6,False
4,103t–91h,49242,0.000864181,1,3,0.000864181,3,False
5,617t–773t,39473,0.0002829182,1,2,0.026191012000000007,8,False
6,862h–864t,1578,0.0002811472,2,4,0.0024353395,6,False
7,838h–840t,1591,0.0002811472,2,4,0.0024353395,6,False
8,610h–772h,1564,0.0002576117,1,2,0.0025232336999999995,6,False
9,542t–553t,1340,0.0001619257,2,4,0.00045425989999999997,4,False
10,670h–695h,4194,0.0001587473,1,2,0.0006716394,4,False
11,627t–652t,14852,0.0001503156,1,2,0.00107129,5,False
12,529h–531t,2202,0,0,0,0.009739199700000001,4,False
13,987h–989t,6519,0,0,0,0.0065219608000000005,3,False
14,707h–709t,1588,0,0,0,0.0032034359,2,False
15,583h–585t,1577,0,0,0,0.0031537498000000002,2,False
16,765h–808t,2959,0,0,0,0.0031390228000000003,2,False
17,677h–679t,1632,0,0,0,0.002174574,5,False
18,535h–537t,3753,0,0,0,0.0019487906999999997,6,False
19,1039h–964h,62563,0,0,0,0.0017425398,5,False
20,755h–762t,29233,0,0,0,0.0015057713999999999,5,False
21,694h–695t,2978,0,0,0,0.0014724525,4,False
22,658h–659t,2190,0,0,0,0.0010365497,4,False
23,488h–489t,2766,0,0,0,0.0010201507,4,False
24,589h–606t,67683,0,0,0,0.000948927,4,False
25,449h–452t,81120,0,0,0,0.0008844708999999999,4,False
26,310h–315h,15401,0,0,0,0.0008322367,4,False
27,788h–789t,3157,0,0,0,0.0007300174,3,False
28,482h–486t,7020,0,0,0,0.0006354369999999999,3,False
29,653h–655t,3606,0,0,0,0.0006261172,3,False
30,827h–828t,6816,0,0,0,0.0006088602,3,False
31,728h–730t,1476,0,0,0,0.0006057304,3,False
