block,species,chr,chr_beg,chr_end,orientation
1347,BUMA.0721.00028,1,368503,369529,+
1347,BUMA.0721.00028,1,847985,849011,+
1346,BUMA.0721.00004,1,1909348,1910361,+
1346,BUMA.0721.00004,1,2441978,2442987,+
1345,BUMA.0721.00004,1,396027,397224,+
1345,BUMA.0721.00004,1,2380471,2381657,+
1344,BUMA.0721.00030,1,3374307,3375528,+
1344,BUMA.0721.00026,1,280501,281722,+
1343,BUMA.0721.00030,1,221452,223012,+
1343,BUMA.0721.00026,1,624624,626184,+
1342,BUMA.0721.00006,1,1104425,1105521,+
1342,BUMA.0721.00032,2,768236,769327,-
1341,BUMA.0721.00006,1,41243,42806,+
1341,BUMA.0721.00031,1,128671,130245,-
1340,BUMA.0721.00007,1,981939,983150,+
1340,BUMA.0721.00031,1,1815713,1816924,-
1339,BUMA.0721.00016,1,3185898,3187119,+
1339,BUMA.0721.00027,1,956062,957283,-
1339,BUMA.0721.00029,1,3186006,3187227,+
1339,BUMA.0721.00031,1,3488858,3490064,-
1339,BUMA.0721.00023,1,3185821,3187042,+
1338,BUMA.0721.00016,1,3124140,3125351,+
1338,BUMA.0721.00027,1,1017830,1019041,-
1338,BUMA.0721.00001,1,2916747,2917958,+
1338,BUMA.0721.00029,1,3124255,3125466,+
1338,BUMA.0721.00023,1,3124063,3125274,+
1337,BUMA.0721.00016,1,1127000,1128233,+
1337,BUMA.0721.00027,1,3014942,3016175,-
1337,BUMA.0721.00029,1,1127077,1128310,+
1337,BUMA.0721.00023,1,1127008,1128241,+
1336,BUMA.0721.00016,1,528227,529436,+
1336,BUMA.0721.00027,1,103637,104846,-
1336,BUMA.0721.00001,1,320752,321961,+
1336,BUMA.0721.00029,1,528296,529505,+
1336,BUMA.0721.00023,1,528227,529436,+
1335,BUMA.0721.00016,1,511573,512796,+
1335,BUMA.0721.00027,1,120277,121500,-
1335,BUMA.0721.00001,1,304098,305321,+
1335,BUMA.0721.00029,1,511642,512865,+
1335,BUMA.0721.00023,1,511573,512796,+
1334,BUMA.0721.00016,1,123676,124911,+
1334,BUMA.0721.00027,1,508162,509398,-
1334,BUMA.0721.00001,1,3426390,3427625,+
1334,BUMA.0721.00029,1,123745,124980,+
1334,BUMA.0721.00023,1,123676,124911,+
1333,BUMA.0721.00016,1,58626,60223,+
1333,BUMA.0721.00027,1,572850,574447,-
1333,BUMA.0721.00001,1,3361340,3362937,+
1333,BUMA.0721.00029,1,58695,60292,+
1333,BUMA.0721.00023,1,58626,60223,+
1332,BUMA.0721.00019,1,2244803,2246046,+
1332,BUMA.0721.00016,1,1267615,1268858,+
1332,BUMA.0721.00027,1,2874324,2875567,-
1332,BUMA.0721.00029,1,1267693,1268936,+
1332,BUMA.0721.00023,1,1267632,1268875,+
1331,BUMA.0721.00001,2,1609109,1610330,+
1331,BUMA.0721.00023,2,997908,999129,+
1331,BUMA.0721.00029,2,869743,870964,+
1331,BUMA.0721.00002,2,1073988,1075208,+
1330,BUMA.0721.00001,2,906175,907706,+
1330,BUMA.0721.00001,1,2462006,2463537,+
1329,BUMA.0721.00016,2,1889429,1890655,+
1329,BUMA.0721.00023,2,1790623,1791849,+
1329,BUMA.0721.00010,2,1449557,1450782,-
1329,BUMA.0721.00029,2,432855,434080,-
1329,BUMA.0721.00027,2,1689550,1690776,+
1329,BUMA.0721.00002,2,1984372,1985598,+
1328,BUMA.0721.00016,2,1757129,1758362,+
1328,BUMA.0721.00023,2,1658322,1659555,+
1328,BUMA.0721.00010,2,91254,92487,+
1328,BUMA.0721.00029,2,565148,566381,-
1328,BUMA.0721.00027,2,1557249,1558482,+
1327,BUMA.0721.00016,2,1452570,1453791,+
1327,BUMA.0721.00023,2,1353736,1354957,+
1327,BUMA.0721.00027,2,1252689,1253910,+
1326,BUMA.0721.00016,2,841934,843153,+
1326,BUMA.0721.00023,2,841969,843188,+
1326,BUMA.0721.00010,2,1595344,1596563,+
1326,BUMA.0721.00027,2,642082,643301,+
1326,BUMA.0721.00002,2,1211642,1212861,+
1325,BUMA.0721.00016,2,53752,55282,+
1325,BUMA.0721.00001,2,682351,683880,-
1325,BUMA.0721.00023,2,53752,55282,+
1325,BUMA.0721.00029,2,2268287,2269816,-
1325,BUMA.0721.00027,2,2179199,2180729,+
1324,BUMA.0721.00032,1,106505,107605,+
1324,BUMA.0721.00032,1,193627,194714,-
1324,BUMA.0721.00007,1,2963624,2964710,+
1324,BUMA.0721.00031,1,2976934,2977994,+
1324,BUMA.0721.00031,1,3228380,3229464,-
1323,BUMA.0721.00009,1,2504950,2506172,+
1323,BUMA.0721.00016,1,787967,789175,+
1323,BUMA.0721.00027,1,3354006,3355214,-
1323,BUMA.0721.00001,1,580494,581702,+
1323,BUMA.0721.00029,1,788037,789245,+
1323,BUMA.0721.00023,1,787968,789176,+
1322,BUMA.0721.00009,1,1772955,1774084,+
1322,BUMA.0721.00009,1,2866459,2867587,+
1321,BUMA.0721.00028,2,1542958,1550729,+
1321,BUMA.0721.00028,2,3133416,3141186,-
1320,BUMA.0721.00028,2,940307,941484,+
1320,BUMA.0721.00028,2,947089,948266,+
1320,BUMA.0721.00028,2,953718,954895,+
1320,BUMA.0721.00028,2,960456,961633,+
1320,BUMA.0721.00028,2,963747,964945,+
1319,BUMA.0721.00005,1,3183475,3184695,+
1319,BUMA.0721.00006,1,1831726,1832937,+
1319,BUMA.0721.00006,1,2476013,2477234,+
1318,BUMA.0721.00005,1,2369361,2370597,+
1318,BUMA.0721.00024,1,23873,25098,+
1318,BUMA.0721.00009,1,3340584,3341823,-
1318,BUMA.0721.00004,1,2342484,2343720,+
1317,BUMA.0721.00005,1,50116,51353,+
1317,BUMA.0721.00004,1,26066,27303,+
1316,BUMA.0721.00008,1,3309301,3310565,+
1316,BUMA.0721.00030,1,2614151,2615415,+
1316,BUMA.0721.00026,1,3017205,3018469,+
1315,BUMA.0721.00008,1,3246547,3248119,+
1315,BUMA.0721.00030,1,2551397,2552969,+
1315,BUMA.0721.00026,1,2954451,2956023,+
1314,BUMA.0721.00008,1,3200918,3202506,+
1314,BUMA.0721.00030,1,2505750,2507338,+
1314,BUMA.0721.00026,1,2908804,2910392,+
1313,BUMA.0721.00008,1,1898139,1899363,+
1313,BUMA.0721.00009,1,62454,63680,+
1313,BUMA.0721.00017,2,634387,635612,-
1312,BUMA.0721.00008,1,1584700,1586038,+
1312,BUMA.0721.00030,1,980769,982107,+
1312,BUMA.0721.00026,1,1383879,1385217,+
1311,BUMA.0721.00008,1,1430165,1431399,+
1311,BUMA.0721.00030,1,826175,827409,+
1311,BUMA.0721.00026,1,1229340,1230574,+
1310,BUMA.0721.00008,1,1214441,1215460,+
1310,BUMA.0721.00030,1,2832428,2833447,-
1310,BUMA.0721.00026,1,3235482,3236501,-
1309,BUMA.0721.00008,1,793199,794419,+
1309,BUMA.0721.00030,1,3255150,3256370,-
1309,BUMA.0721.00026,1,161344,162564,-
1308,BUMA.0721.00008,1,609530,610762,+
1308,BUMA.0721.00008,1,1227123,1228332,+
1308,BUMA.0721.00030,1,3438815,3440047,-
1308,BUMA.0721.00026,1,345019,346251,-
1307,BUMA.0721.00008,1,568474,569984,+
1307,BUMA.0721.00030,1,3479600,3481110,-
1307,BUMA.0721.00026,1,385804,387314,-
1306,BUMA.0721.00008,1,472685,473725,+
1306,BUMA.0721.00032,1,1670739,1671807,+
1306,BUMA.0721.00032,2,2234692,2235740,+
1305,BUMA.0721.00008,1,418575,419806,+
1305,BUMA.0721.00030,1,163297,164529,-
1305,BUMA.0721.00026,1,566469,567701,-
1304,BUMA.0721.00008,1,27275,28484,+
1304,BUMA.0721.00030,1,554733,555942,-
1304,BUMA.0721.00026,1,957898,959107,-
1303,BUMA.0721.00008,1,6707,7837,+
1303,BUMA.0721.00030,1,575371,576502,-
1303,BUMA.0721.00026,1,978536,979667,-
1302,BUMA.0721.00007,2,1599138,1600716,+
1302,BUMA.0721.00032,2,606525,608103,+
1302,BUMA.0721.00031,2,2347788,2349366,-
1301,BUMA.0721.00006,2,1980030,1981285,+
1301,BUMA.0721.00007,2,1226875,1228130,-
1301,BUMA.0721.00030,2,1716772,1717997,+
1301,BUMA.0721.00031,2,435029,436284,+
