strain,character_state,character_state_annotation
STPY.0321.00007,1,1 copies
STPY.0321.00216,1,1 copies
STPY.0321.00095,1,1 copies
STPY.0321.00093,0,0 copies
STPY.0321.00021,0,0 copies
STPY.0321.00217,1,1 copies
STPY.0321.00096,0,0 copies
STPY.0321.00108,1,1 copies
STPY.0321.00030,0,0 copies
STPY.0321.00003,1,1 copies
STPY.0321.00152,1,1 copies
STPY.0321.00181,0,0 copies
STPY.0321.00040,1,1 copies
STPY.0321.00132,0,0 copies
STPY.0321.00091,0,0 copies
STPY.0321.00057,0,0 copies
STPY.0321.00013,1,1 copies
STPY.0321.00010,0,0 copies
STPY.0321.00199,1,1 copies
STPY.0321.00106,1,1 copies
STPY.0321.00139,0,0 copies
STPY.0321.00145,1,1 copies
STPY.0321.00061,0,0 copies
STPY.0321.00060,0,0 copies
STPY.0321.00198,1,1 copies
STPY.0321.00175,0,0 copies
STPY.0321.00002,1,1 copies
STPY.0321.00140,1,1 copies
STPY.0321.00136,1,1 copies
STPY.0321.00162,1,1 copies
STPY.0321.00165,1,1 copies
STPY.0321.00092,0,0 copies
STPY.0321.00215,0,0 copies
STPY.0321.00064,0,0 copies
STPY.0321.00206,0,0 copies
STPY.0321.00155,0,0 copies
STPY.0321.00156,1,1 copies
STPY.0321.00081,0,0 copies
STPY.0321.00167,0,0 copies
STPY.0321.00148,0,0 copies
STPY.0321.00048,0,0 copies
STPY.0321.00067,0,0 copies
STPY.0321.00107,1,1 copies
