block,chroms,mean_length,std_length,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,tree_consistent
261,1;2,1529.090909090909,6.163743630066882,0.0020140618,1,5,False
340,1;2,1258.6060606060605,16.50516795823842,0.0020018268000000002,3,9,False
364,1;2,1237.060606060606,3.54143776605948,0.0015965731,1,4,False
345,2,2959.44,111.35172383039249,0.0015727012000000002,1,4,False
351,2,2745.72,32.963640575640305,0.0015727012000000002,1,4,False
359,2,9002.48,28.061532388663313,0.0015727012000000002,1,4,False
348,2,2857.68,27.53575130625638,0.0015727012000000002,1,4,False
352,2,5750.96,21.87506342847947,0.0015727012000000002,1,4,False
357,2,4783.64,20.281775070244716,0.0015727012000000002,1,4,False
341,2,2946.28,19.963005785702713,0.0015727012000000002,1,4,False
360,2,2344.44,19.18766270289323,0.0015727012000000002,1,4,False
347,2,9162.8,16.745148551147583,0.0015727012000000002,1,4,False
356,2,1639.8,11.457748469922002,0.0015727012000000002,1,4,False
355,2,2587.92,10.89557708430352,0.0015727012000000002,1,4,False
358,2,5134.44,9.826820442035155,0.0015727012000000002,1,4,False
346,2,3014.12,9.210081432864751,0.0015727012000000002,1,4,False
344,2,2738.92,8.27971013985393,0.0015727012000000002,1,4,False
363,2,1951.04,3.571890255872932,0.0015727012000000002,1,4,False
350,2,2370.64,3.2109811584623165,0.0015727012000000002,1,4,False
343,2,6736.84,3.081298427611321,0.0015727012000000002,1,4,False
354,2,2878.68,2.1673947494630506,0.0015727012000000002,1,4,False
353,2,2020.52,1.9620397549489152,0.0015727012000000002,1,4,False
349,2,2701.24,0.4270831300812524,0.0015727012000000002,1,4,False
342,2,2275.0,0.0,0.0015727012000000002,1,4,False
361,2,7446.0,0.0,0.0015727012000000002,1,4,False
332,2,20185.666666666668,32.55764119219941,0.001544101,1,4,False
331,2,8878.62962962963,12.847101267365215,0.001544101,1,4,False
1074,1,4164.884615384615,14.468339235609813,0.0015267812000000001,1,4,False
1075,1,5265.538461538462,6.464285130509072,0.0015267812000000001,1,4,False
1073,1,1628.28,1.0777754868245986,0.0015055769,1,4,False
10,1;2,1214.5172413793102,11.16836878669079,0.0014927609,1,4,False
1069,1,1240.0731707317073,0.260416542732471,0.0014873609999999998,2,6,False
1037,1;2,1239.6739130434783,0.4687795359314745,0.0014551787,1,4,False
989,1;2,1225.3125,2.44230296032249,0.00144499,1,4,False
200,2,5788.304347826087,11.74154564526692,0.0014412202,1,5,False
201,2,2943.217391304348,1.249574596799993,0.0014412202,1,5,False
1067,1;2,1207.0,0.0,0.0014221116999999998,1,4,False
790,1,1221.5,14.094325099131211,0.0013229381,1,4,False
1043,1;2,1576.776595744681,0.4648096228713505,0.0012381093,4,10,False
1061,1,1555.25,7.420411039827915,0.0012298019,1,4,False
153,2,6452.307692307692,42.872592312544306,0.0012297167,1,4,False
151,2,11296.153846153846,5.446892605261685,0.0012297167,1,4,False
152,2,2828.0,0.0,0.0012297167,1,4,False
1007,1,1221.608695652174,4.479316042848533,0.0012221699000000003,1,4,False
197,1;2,1236.8247422680413,1.599035207044564,0.0011930906000000002,2,6,False
369,1;2,1172.7666666666667,6.070053999393708,0.0011394456,3,7,False
1117,1,1221.6666666666667,12.918548250050735,0.0010451912,1,3,False
