Seq_id	Size	Description
6	1329	EPEC51.contig_65
7	1332	EPEC37.contig_67
8	591	EPEC53.contig_54
12	6869	EPEC2.contig_60
13	511	EPEC42.contig_35
14	1895	EPEC5.contig_35
16	755	EPEC35.contig_80
18	601	EPEC7.contig_48
19	3880	EPEC36.contig_37
22	1647	EPEC8.contig_86
24	950	EPEC1.contig_136
26	2084	EPEC37.contig_58
31	1255	EPEC37.contig_72
33	28985	EPEC5.contig_23
34	30308	EPEC38.contig_24
35	18497	EPEC37.contig_40
42	2680	EPEC40.contig_97
45	7670	EPEC54.contig_79
46	600	EPEC13.contig_203
47	716	EPEC9.contig_180
48	1374	EPEC34.contig_148
49	4582	EPEC52.contig_39
50	781	EPEC52.contig_64
51	9313	EPEC1.contig_65
52	892	EPEC1.contig_139
53	821	EPEC1.contig_146
56	5699	EPEC18.contig_33
57	1826	EPEC18.contig_45
58	1826	EPEC53.contig_43
59	1424	EPEC53.contig_47
64	11952	EPEC34.contig_70
65	8039	EPEC1.contig_68
68	5275	EPEC1.contig_75
69	1216	EPEC54.contig_175
73	57307	EPEC53.contig_18
75	57094	EPEC8.contig_20
89	2601	EPEC54.contig_123
92	723	EPEC13.contig_181
93	27551	EPEC34.contig_51
100	3402	EPEC20.contig_90
101	2554	EPEC24.contig_26
102	3854	EPEC54.contig_102
103	10422	EPEC34.contig_74
105	8494	EPEC54.contig_73
106	1443	EPEC53.contig_46
107	3269	EPEC1.contig_87
109	9380	EPEC13.contig_69
112	726	EPEC8.contig_120
117	806	EPEC15.contig_152
118	5721	EPEC34.contig_89
119	960	EPEC20.contig_122
127	3833	EPEC1.contig_82
136	6907	EPEC8.contig_53
137	7104	EPEC8.contig_52
138	5517	EPEC7.contig_34
139	4404	EPEC9.contig_86
140	6796	EPEC54.contig_84
142	4711	EPEC20.contig_82
148	2502	EPEC7.contig_41
152	5457	EPEC58.contig_51
153	18010	EPEC15.contig_49
158	1612	EPEC35.contig_68
159	1832	EPEC51.contig_60
161	529	EPEC23.contig_58
167	630	EPEC33.contig_138
168	574	EPEC58.contig_88
169	574	EPEC21.contig_86
193	3394	EPEC9.contig_98
199	5408	EPEC13.contig_82
200	46011	EPEC10.contig_19
207	13801	EPEC21.contig_43
208	11933	EPEC1.contig_56
213	4265	EPEC15.contig_81
214	2065	EPEC33.contig_82
