strain,character_state,character_state_annotation
LEPN.0521.00002,1,parallel edge doesn't exist
LEPN.0521.00012,1,parallel edge doesn't exist
LEPN.0521.00004,0,edge exists
LEPN.0521.00005,2,some block is not presented
LEPN.0521.00021,1,parallel edge doesn't exist
LEPN.0521.00006,0,edge exists
LEPN.0521.00003,0,edge exists
LEPN.0521.00013,1,parallel edge doesn't exist
LEPN.0521.00017,1,parallel edge doesn't exist
LEPN.0521.00018,0,edge exists
LEPN.0521.00014,1,parallel edge doesn't exist
LEPN.0521.00016,2,some block is not presented
LEPN.0521.00010,0,edge exists
LEPN.0521.00019,0,edge exists
LEPN.0521.00020,1,parallel edge doesn't exist
LEPN.0521.00008,0,edge exists
LEPN.0521.00015,1,parallel edge doesn't exist
LEPN.0521.00007,0,edge exists
LEPN.0521.00011,1,parallel edge doesn't exist
LEPN.0521.00001,0,edge exists
LEPN.0521.00009,0,edge exists
LEPN.0521.00022,0,edge exists
