id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,156h–162h,10709,0.0007683219999999999,2,5,0.0017019697999999998,5,False
2,153h–154t,5539,0.000348496,1,2,0.0017318117,4,False
3,154h–155t,1591,0.000348496,1,2,0.001680923,4,False
4,2t–64t,181992,0.00024474770000000004,1,2,0.0023973036,5,False
5,57t–66t,101209,0.00024474770000000004,1,2,0.0022583354,5,False
6,182t–98t,3753,0.0001715073,1,2,0.0030799151999999995,6,False
7,123h–124t,2801,0.0001641659,1,2,0.0012809671,4,False
8,121t–139h,19290,0.00015567039999999998,1,2,0.0027318279,6,False
9,22t–79t,11422,8.730889999999998e-05,1,2,0.00017461779999999996,3,False
10,147h–148t,4557,6.92966e-05,1,2,0.0002977784,3,False
11,113h–141h,38345,0,0,0,0.005793055499999999,8,False
12,117h–118t,1564,0,0,0,0.003346955,6,False
13,121h–122t,1899,0,0,0,0.0016261031,4,False
14,100t–150t,26508,0,0,0,0.0015865542,5,False
15,56h–9h,89745,0,0,0,0.001358654,4,False
16,189h–190t,7183,0,0,0,0.0012702319000000002,4,False
17,137h–138t,3346,0,0,0,0.0012192299,4,False
18,200h–210h,151016,0,0,0,0.0010733259999999999,4,False
19,124h–125t,1572,0,0,0,0.0010702449,4,False
20,114h–117t,67697,0,0,0,0.0009413214000000001,4,False
21,49h–50t,20222,0,0,0,0.0008882219999999999,4,False
22,111h–112t,1569,0,0,0,0.0007505002,3,False
23,182h–183t,1631,0,0,0,0.0007184721999999999,3,False
24,190h–191t,7019,0,0,0,0.000654587,3,False
25,155h–156t,6743,0,0,0,0.0006143502,3,False
26,119h–120t,1562,0,0,0,0.0006128368000000001,3,False
27,1h–6t,8329,0,0,0,0.0006105168,3,False
28,204t–211t,1723,0,0,0,0.0005483758000000001,3,False
29,118h–119t,1667,0,0,0,0.0005369412999999999,4,False
30,110h–111t,1212,0,0,0,0.0003701382,3,False
31,32h–33t,2454,0,0,0,0.0003367768,2,False
32,89h–92t,1211,0,0,0,0.00032993900000000007,2,False
33,88h–89t,1999,0,0,0,0.00022384450000000001,2,False
34,56t–82h,37080,0,0,0,0.0001735444,3,False
35,204h–91h,2441,0,0,0,0.0001677583,2,False
36,101h–102t,1214,0,0,0,0.00015815799999999999,2,False
37,67h–69t,2544,0,0,0,0.000152578,2,False
38,70h–71t,1971,0,0,0,0.0001328876,2,False
39,69h–70t,4946,0,0,0,0.000112981,2,False
40,197h–198t,1282,0,0,0,0.000112981,2,False
41,180t–219h,3487,0,0,0,5.70754e-05,2,False
42,179h–219t,1538,0,0,0,5.70754e-05,2,False
43,18t–26t,1106,0,0,0,4.94589e-05,2,False
44,207h–208t,1330,0,0,0,4.88833e-05,2,False
45,163h–164t,1682,0,0,0,1.78092e-05,2,False
46,66h–67t,2375,0,0,0,1.44896e-05,2,False
47,57h–65h,608,0,0,0,0,1,True
48,44t–75t,1,0,0,0,0,0,True
49,44h–46t,26120,0,0,0,0,0,True
50,43t–77t,1,0,0,0,0,0,True
51,43h–76h,4046,0,0,0,0,0,True
52,42h–77h,1227,0,0,0,0,0,True
53,38h–82t,4105,0,0,0,0,0,True
54,35h–36t,1310,0,0,0,0,0,True
55,33h–39t,2073,0,0,0,0,1,True
56,30h–31t,1218,0,0,0,0,0,True
57,25h–78h,10468,0,0,0,0,0,True
58,24h–25t,683,0,0,0,0,1,True
59,217h–78t,1240,0,0,0,0,0,True
60,216h–217t,174,0,0,0,0,0,True
61,212h–213t,2509,0,0,0,0,1,True
62,208h–209t,7882,0,0,0,0,1,True
63,206t–90t,30505,0,0,0,0,1,True
64,199h–200t,3174,0,0,0,0,1,True
65,198h–199t,41,0,0,0,0,1,True
66,195h–196t,2689,0,0,0,0,1,True
67,194h–195t,7389,0,0,0,0,1,True
68,187h–188t,1050,0,0,0,0,1,True
69,186h–187t,3769,0,0,0,0,1,True
70,181h–97h,5624,0,0,0,0,1,True
71,17h–81h,1625,0,0,0,0,0,True
72,178h–179t,2846,0,0,0,0,1,True
73,172h–178t,14442,0,0,0,0,1,True
74,169t–218t,53132,0,0,0,0,0,True
75,169h–170t,1225,0,0,0,0,0,True
76,164h–218h,10483,0,0,0,0,0,True
77,15h–17t,13275,0,0,0,0,1,True
78,159h–160t,2663,0,0,0,0,1,True
79,157h–158t,3305,0,0,0,0,0,True
80,151h–152t,1604,0,0,0,0,1,True
81,148h–99h,3118,0,0,0,0,1,True
82,13h–14t,4403,0,0,0,0,0,True
83,130h–131t,1842,0,0,0,0,1,True
84,12t–35t,22,0,0,0,0,0,True
85,114t–144t,1574,0,0,0,0,1,True
86,112h–113t,1975,0,0,0,0,1,True
