strain,character_state,character_state_annotation
BUMA.0521.00001,0,0 copies
BUMA.0521.00012,1,1 copies
BUMA.0521.00013,0,0 copies
BUMA.0521.00016,1,1 copies
BUMA.0521.00021,1,1 copies
BUMA.0521.00014,1,1 copies
BUMA.0521.00023,1,1 copies
BUMA.0521.00017,0,0 copies
BUMA.0521.00004,0,0 copies
BUMA.0521.00032,0,0 copies
BUMA.0521.00028,0,0 copies
BUMA.0521.00019,1,1 copies
BUMA.0521.00015,1,1 copies
BUMA.0521.00018,0,0 copies
BUMA.0521.00022,1,1 copies
BUMA.0521.00020,1,1 copies
BUMA.0521.00010,0,0 copies
BUMA.0521.00024,1,1 copies
BUMA.0521.00025,0,0 copies
BUMA.0521.00005,0,0 copies
BUMA.0521.00026,1,1 copies
BUMA.0521.00027,1,1 copies
BUMA.0521.00007,0,0 copies
BUMA.0521.00008,0,0 copies
BUMA.0521.00030,0,0 copies
BUMA.0521.00031,0,0 copies
BUMA.0521.00009,1,1 copies
BUMA.0521.00029,0,0 copies
BUMA.0521.00011,0,0 copies
BUMA.0521.00002,0,0 copies
BUMA.0521.00006,0,0 copies
BUMA.0521.00003,0,0 copies
