id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,233h–235t,30520,1.9884262568999997,4,39,6.2056858002000075,41,False
2,59h–62t,80215,1.6237689032000007,2,22,2.517284819200001,25,False
3,265h–266t,7248,0.21509192009999997,1,8,0.3844868563999999,11,False
4,42h–43t,64465,0.16356927960000006,3,12,0.7475829624000003,15,False
5,74h–75t,65026,0.0334199896,1,3,0.26879913759999996,8,False
6,49h–50t,87004,0.0334199896,1,3,0.2443894956,7,False
7,226h–227t,41294,0.0131878586,1,2,0.0654111999,4,False
8,95h–98t,65154,0.012184026,1,3,2.962485710400001,25,False
9,100h–101t,59885,0.012184026,1,3,1.6126290547999993,25,False
10,92h–93t,12387,0.012184026,1,3,0.9910753379999995,21,False
11,295t–62h,117380,0.0061578083,1,2,0.20453703140000004,7,False
12,130h–131t,58252,0.0052011989000000005,1,2,0.1404448384,5,False
13,86h–87t,7251,0.0052011989000000005,1,2,0.0052011989000000005,2,False
14,14h–16h,58806,0.00010803,1,2,0.5272098765999998,11,False
15,258h–261t,44949,0.00010803,1,2,0.1072616418,6,False
16,150h–151t,43449,0,0,0,0.1964050316,4,False
17,197h–199t,89289,0,0,0,0.19054751349999996,6,False
18,176h–177t,23223,0,0,0,0.18659187099999996,6,False
19,138h–141t,164755,0,0,0,0.128515916,5,False
20,134h–135t,92879,0,0,0,0.09968856599999998,5,False
21,17t–252t,14157,0,0,0,0.0920568862,5,False
22,152h–153t,36787,0,0,0,0.06505035479999999,4,False
23,125h–126t,9079,0,0,0,0.059632881900000004,4,False
24,73h–74t,13423,0,0,0,0.0560904522,4,False
25,230h–231t,94236,0,0,0,0.0550926722,4,False
26,203h–204t,8602,0,0,0,0.0544888622,4,False
27,84h–85t,27771,0,0,0,0.0291453583,4,False
28,147h–148t,116092,0,0,0,0.026710228599999997,3,False
29,72h–73t,41512,0,0,0,0.0176793055,2,False
30,179h–180t,2604,0,0,0,0.0175356992,2,False
31,1t–279h,29294,0,0,0,0.017420063399999998,2,False
32,141h–142h,19378,0,0,0,0.016953172,2,False
33,23h–24t,27339,0,0,0,0.013948014099999996,2,False
34,153h–154t,8457,0,0,0,0.013647990399999995,2,False
35,242h–243t,18834,0,0,0,0.013574595399999998,2,False
36,215h–216t,14882,0,0,0,0.013574595399999998,2,False
37,132h–133t,34819,0,0,0,0.0133381515,2,False
38,67h–69t,29904,0,0,0,0.013170417399999999,2,False
39,2h–3t,15120,0,0,0,0.0129235099,2,False
40,143h–144t,60844,0,0,0,0.012831150599999999,2,False
41,249t–250t,4391,0,0,0,0.012164548599999998,2,False
42,15t–251h,66151,0,0,0,0.008167535,2,False
43,222h–223t,27424,0,0,0,0.0014053647,2,False
44,15h–16t,6639,0,0,0,2.1473200000000003e-05,3,False
45,20h–22t,29733,0,0,0,8.4359e-06,2,False
46,98h–99t,40786,0,0,0,0,1,True
47,91h–92t,12516,0,0,0,0,1,True
48,88h–90t,33724,0,0,0,0,0,True
49,87h–88t,5869,0,0,0,0,0,True
50,83h–84t,17345,0,0,0,0,0,True
51,75h–76t,4412,0,0,0,0,0,True
52,66h–67t,4836,0,0,0,0,0,True
53,50h–51t,11022,0,0,0,0,0,True
54,4h–5t,12129,0,0,0,0,1,True
55,44h–46t,12199,0,0,0,0,1,True
56,41h–42t,20315,0,0,0,0,1,True
57,38h–40t,35886,0,0,0,0,1,True
58,37h–38t,25118,0,0,0,0,0,True
59,35h–36t,2582,0,0,0,0,1,True
60,33h–34t,45111,0,0,0,0,1,True
61,29h–30t,4801,0,0,0,0,0,True
62,295h–65t,2063,0,0,0,0,0,True
63,28h–29t,9103,0,0,0,0,1,True
64,287t–46h,15368,0,0,0,0,0,True
65,287h–47t,52030,0,0,0,0,1,True
66,278h–279t,28471,0,0,0,0,1,True
67,277h–278t,1224,0,0,0,0,0,True
68,275h–276t,7433,0,0,0,0,0,True
69,26h–27t,1,0,0,0,0,1,True
70,269h–270t,1669,0,0,0,0,1,True
71,264h–265t,543,0,0,0,0,1,True
72,252h–254t,44203,0,0,0,0,1,True
73,248h–249h,340,0,0,0,0,1,True
74,247h–248t,4775,0,0,0,0,1,True
75,246h–247t,8475,0,0,0,0,1,True
76,245h–246t,1893,0,0,0,0,1,True
77,241h–242t,30457,0,0,0,0,1,True
78,238h–239t,7662,0,0,0,0,1,True
79,235h–237t,34068,0,0,0,0,1,True
80,232h–233t,9910,0,0,0,0,1,True
81,231h–232t,28504,0,0,0,0,1,True
82,229h–230t,7469,0,0,0,0,0,True
83,221h–222t,15856,0,0,0,0,1,True
84,217h–218t,8825,0,0,0,0,1,True
85,211h–212t,2007,0,0,0,0,1,True
86,210h–211t,26040,0,0,0,0,1,True
87,208h–209t,6174,0,0,0,0,1,True
88,1h–2t,44047,0,0,0,0,1,True
89,195h–196t,4388,0,0,0,0,0,True
90,191h–192t,18842,0,0,0,0,1,True
91,190h–191t,13987,0,0,0,0,0,True
92,189h–190t,1618,0,0,0,0,1,True
93,188h–189t,964,0,0,0,0,0,True
94,184h–186t,20791,0,0,0,0,1,True
95,183h–184t,5688,0,0,0,0,0,True
96,173h–174t,19645,0,0,0,0,1,True
97,166h–167t,7904,0,0,0,0,1,True
98,156h–157t,31141,0,0,0,0,1,True
99,155h–156t,27634,0,0,0,0,1,True
100,154h–155t,9222,0,0,0,0,1,True
101,151h–152t,13487,0,0,0,0,1,True
102,148h–149t,27320,0,0,0,0,1,True
103,145h–147t,42328,0,0,0,0,1,True
104,144h–145t,16040,0,0,0,0,1,True
105,142t–143t,5991,0,0,0,0,1,True
106,137h–138t,4144,0,0,0,0,1,True
107,133h–134t,9419,0,0,0,0,0,True
108,131h–132t,6454,0,0,0,0,0,True
109,129h–130t,54584,0,0,0,0,0,True
110,128h–129t,91457,0,0,0,0,1,True
111,126h–127t,37767,0,0,0,0,0,True
112,123h–124t,10560,0,0,0,0,1,True
113,116h–117t,27006,0,0,0,0,1,True
114,112h–113t,9630,0,0,0,0,0,True
115,111h–112t,4566,0,0,0,0,0,True
116,10t–9h,9803,0,0,0,0,1,True
117,10h–11t,9591,0,0,0,0,0,True
118,106h–108t,14547,0,0,0,0,1,True
119,102h–103t,11284,0,0,0,0,1,True
