strain,character_state,character_state_annotation
CP020885,1,1 copies
CP009037,2,2 copies
LN590509,3,3 copies
CP011827,2,2 copies
CP018847,1,1 copies
CP009022,2,2 copies
CM007619,2,2 copies
CP009031,2,2 copies
CP020889,1,1 copies
CP008992,2,2 copies
CP009013,2,2 copies
CP008998,2,2 copies
CM007622,1,1 copies
LN606820,1,1 copies
CP018854,1,1 copies
CP009034,2,2 copies
CP008989,2,2 copies
CP009016,2,2 copies
CP020882,1,1 copies
CP009001,2,2 copies
CP009004,2,2 copies
AE008923,2,2 copies
CP009028,2,2 copies
CP006857,2,2 copies
CP023285,2,2 copies
CP009010,2,2 copies
CP018858,1,1 copies
CP009007,2,2 copies
CP009019,2,2 copies
CP018850,2,2 copies
CP003778,2,2 copies
CP008995,2,2 copies
CP009025,2,2 copies
CP009040,2,2 copies
